municipio,bairro,categoria_macro,quantidade
VILA VELHA,SANTA RITA,digital,2
VILA VELHA,SOTECO,digital,2
VILA VELHA,VALE ENCANTADO,digital,2
VILA VELHA,VILA BATISTA,digital,2
VILA VELHA,VILA GARRIDO,digital,2
VILA VELHA,VINTE E TRES DE MAIO,violencia_social,2
VILA VELHA,VISTA DA PENHA,violencia_social,2
VITORIA,BONFIM,digital,2
VITORIA,COMDUSA,violencia_social,2
VITORIA,DO CABRAL,objetos,2
VITORIA,DO CABRAL,patrimonial,2
VITORIA,ENSEADA DO SUA,digital,2
VITORIA,ENSEADA DO SUA,violencia_social,2
VITORIA,ILHA DAS CAIEIRAS,violencia_social,2
VITORIA,ILHA DO BOI,violencia_social,2
VITORIA,ILHA DO FRADE,objetos,2
VITORIA,INHANGUETA,digital,2
VITORIA,MORADA DE CAMBURI,digital,2
VITORIA,NOVA PALESTINA,digital,2
VITORIA,PARQUE MOSCOSO,violencia_social,2
VITORIA,PONTAL DE CAMBURI,violencia_social,2
VITORIA,PRAIA DO CANTO,digital,2
VITORIA,SANTA CLARA,digital,2
VITORIA,SANTA HELENA,objetos,2
VITORIA,SANTO ANDRE,objetos,2
VITORIA,SAO BENEDITO,violencia_social,2
VITORIA,UNIVERSITARIO,violencia_social,2
AFONSO CLAUDIO,ALEGORIA,violencia_social,1
AFONSO CLAUDIO,ALTO SANTA JOANA,patrimonial,1
AFONSO CLAUDIO,ALTO SAO PEDRO,violencia_social,1
AFONSO CLAUDIO,BOA VISTA,violencia_social,1
AFONSO CLAUDIO,CENTRO,digital,1
AFONSO CLAUDIO,CUSTODIO RIBEIRO LEITE,patrimonial,1
AFONSO CLAUDIO,EMPOSSADO,violencia_social,1
AFONSO CLAUDIO,FAZENDA GUANDU,patrimonial,1
AFONSO CLAUDIO,GRAMA,patrimonial,1
AFONSO CLAUDIO,OUTRO LOCAL,objetos,1
AFONSO CLAUDIO,PIRACEMA,objetos,1
AFONSO CLAUDIO,PONTOES,violencia_social,1
AFONSO CLAUDIO,RIBEIRAO DO COSTA,patrimonial,1
AFONSO CLAUDIO,RIO DA COBRA,patrimonial,1
AFONSO CLAUDIO,SAO LUIZ DA BOA SORTE,violencia_social,1
AFONSO CLAUDIO,SAO PEDRO,violencia_social,1
AFONSO CLAUDIO,SAO TARCISIO,violencia_social,1
AFONSO CLAUDIO,VARGEDO,patrimonial,1
AFONSO CLAUDIO,VARGEM GRANDE,violencia_social,1
AFONSO CLAUDIO,VILA NOVA,patrimonial,1
AGUA DOCE DO NORTE,BOM DESTINO,patrimonial,1
AGUA DOCE DO NORTE,BOM JESUS,patrimonial,1
AGUA DOCE DO NORTE,CABECEIRA DO SANTO AGOSTINHO,violencia_social,1
AGUA DOCE DO NORTE,CORREGO DO CEDRO,patrimonial,1
AGUA DOCE DO NORTE,CORREGO DO CEDRO,violencia_social,1
AGUA DOCE DO NORTE,CRISTO REI,patrimonial,1
AGUA DOCE DO NORTE,GARFO,patrimonial,1
AGUA DOCE DO NORTE,SANTA LUZIA DO CORREGO AZUL,patrimonial,1
AGUA DOCE DO NORTE,VILA NELITA,patrimonial,1
AGUA DOCE DO NORTE,VISTA BELA,violencia_social,1
AGUA DOCE DO NORTE,ZONA RURAL,patrimonial,1
AGUIA BRANCA,BARRA DA JABUTICABA,patrimonial,1
AGUIA BRANCA,BARRA DO SERTAO,patrimonial,1
AGUIA BRANCA,CORREGO BOA VISTA DO ROCHEDO,violencia_social,1
AGUIA BRANCA,CORREGO JABUTICABA,patrimonial,1
AGUIA BRANCA,CORREGO SAO JOAO,patrimonial,1
AGUIA BRANCA,EBENEZE,patrimonial,1
AGUIA BRANCA,JOAO PAULO II,violencia_social,1
AGUIA BRANCA,ROCHEDO,patrimonial,1
AGUIA BRANCA,SANTA CRUZ,violencia_social,1
AGUIA BRANCA,ZONA RURAL,patrimonial,1
ALEGRE,ANTONIO LEMOS JUNIOR,patrimonial,1
ALEGRE,ANTONIO LEMOS JUNIOR,violencia_social,1
ALEGRE,ANUTIBA,violencia_social,1
ALEGRE,BILAU,patrimonial,1
ALEGRE,BILAU,violencia_social,1
ALEGRE,CAFE,patrimonial,1
ALEGRE,CAFE,violencia_social,1
ALEGRE,CELINA,objetos,1
ALEGRE,CELINA,violencia_social,1
ALEGRE,CHARQUEADA,patrimonial,1
ALEGRE,CLERIO MOULIM,objetos,1
ALEGRE,CLERIO MOULIM,patrimonial,1
ALEGRE,MORRO DO QUEROSENE,objetos,1
ALEGRE,MORRO DO QUEROSENE,patrimonial,1
ALEGRE,MORRO DO QUEROSENE,violencia_social,1
ALEGRE,NOVA ALEGRE,patrimonial,1
ALEGRE,PRAINHA,patrimonial,1
ALEGRE,PRAINHA,violencia_social,1
ALEGRE,ROSEIRA,patrimonial,1
ALEGRE,SANTA ANGELICA,patrimonial,1
ALEGRE,SANTA ANGELICA,violencia_social,1
ALEGRE,SAO MANOEL,patrimonial,1
ALEGRE,TRIANGULO,objetos,1
ALEGRE,UNIVERSITARIO,violencia_social,1
ALEGRE,VILA ALTA,violencia_social,1
ALFREDO CHAVES,ARAPONGA,digital,1
ALFREDO CHAVES,ARAPONGA,violencia_social,1
ALFREDO CHAVES,BATATAL,patrimonial,1
ALFREDO CHAVES,CACHOEIRA ALTA,patrimonial,1
ALFREDO CHAVES,CACHOEIRA ALTA,violencia_social,1
ALFREDO CHAVES,IMIGRANTE,digital,1
ALFREDO CHAVES,IMIGRANTE,patrimonial,1
ALFREDO CHAVES,IRIRITIMIRIM,patrimonial,1
ALFREDO CHAVES,NOVA MANTOA,patrimonial,1
ALFREDO CHAVES,OURO BRANCO,objetos,1
ALFREDO CHAVES,OURO BRANCO,violencia_social,1
ALFREDO CHAVES,OUTRO LOCAL,objetos,1
ALFREDO CHAVES,PARQUE RESIDENCIAL ALFREDO CHAVES,digital,1
ALFREDO CHAVES,QUARTO TERRITORIO,violencia_social,1
ALFREDO CHAVES,QUINTO TERRITORIO,violencia_social,1
ALFREDO CHAVES,RECREIO,patrimonial,1
ALFREDO CHAVES,SAGRADA FAMILIA,patrimonial,1
ALFREDO CHAVES,SANTA LUZIA,violencia_social,1
ALFREDO CHAVES,URANIA,digital,1
ALFREDO CHAVES,URANIA,patrimonial,1
ALFREDO CHAVES,VILA NOVA DE MARAVILHA,patrimonial,1
ALTO RIO NOVO,AGUA LIMPA,violencia_social,1
ALTO RIO NOVO,ALTO RIO NOVO,objetos,1
ALTO RIO NOVO,ALTO RIO NOVO,violencia_social,1
ALTO RIO NOVO,OUTRO LOCAL,objetos,1
ALTO RIO NOVO,PALMERINO,violencia_social,1
ALTO RIO NOVO,SANTA BARBARA II,patrimonial,1
ALTO RIO NOVO,SAO PEDRO,patrimonial,1
ALTO RIO NOVO,ZONA RURAL,patrimonial,1
ANCHIETA,ALVORADA,objetos,1
ANCHIETA,BAIXO PONGAL,patrimonial,1
ANCHIETA,BELO HORIZONTE,patrimonial,1
ANCHIETA,CANTAGALO,patrimonial,1
ANCHIETA,CANTAGALO,violencia_social,1
ANCHIETA,CHAPADA DO AR,patrimonial,1
ANCHIETA,DOIS IRMAOS,violencia_social,1
ANCHIETA,EMBOACICA OU SACI,violencia_social,1
ANCHIETA,GOEMBE,objetos,1
ANCHIETA,GOEMBE,patrimonial,1
ANCHIETA,JABAQUARA,violencia_social,1
ANCHIETA,JAQUEIRA,patrimonial,1
ANCHIETA,JERUSALEM,violencia_social,1
ANCHIETA,JOAO XXIII,digital,1
ANCHIETA,JUSTICA,objetos,1
ANCHIETA,JUSTICA II,digital,1
ANCHIETA,JUSTICA II,objetos,1
ANCHIETA,MORRO DA PENHA,patrimonial,1
ANCHIETA,OLIVEIRA,digital,1
ANCHIETA,OLIVEIRA,patrimonial,1
ANCHIETA,PORTAL DE ANCHIETA,digital,1
ANCHIETA,PORTO DE CIMA,digital,1
ANCHIETA,PORTO DE CIMA,violencia_social,1
ANCHIETA,PRAIA DE UBU,digital,1
ANCHIETA,RECANTO DO SOL,objetos,1
ANCHIETA,SAMARCO,digital,1
ANCHIETA,SAMARCO,patrimonial,1
ANCHIETA,SAO MATEUS,objetos,1
ANCHIETA,SARAMPO,patrimonial,1
ANCHIETA,VILA RESIDENCIAL ANCHIETA,violencia_social,1
ANCHIETA,ZONA RURAL,digital,1
APIACA,BATATAL,patrimonial,1
APIACA,BOA VISTA,objetos,1
APIACA,FRANCISCO JORGE DA SILVA,violencia_social,1
APIACA,JOSE CARLOS,violencia_social,1
APIACA,OUTRO LOCAL,patrimonial,1
APIACA,PARQUE DAS PALMEIRAS,patrimonial,1
ARACRUZ,AGUA BRANCA,objetos,1
ARACRUZ,AGUA BRANCA,patrimonial,1
ARACRUZ,ALDEIA BOA ESPERANCA,violencia_social,1
ARACRUZ,ASSOMBRO,patrimonial,1
ARACRUZ,CACHOEIRA DO RIACHO,objetos,1
ARACRUZ,CAIEIRA VELHA,patrimonial,1
ARACRUZ,CENTRO,digital,1
ARACRUZ,CENTRO EMPRESARIAL,digital,1
ARACRUZ,CHIC CHIC,patrimonial,1
ARACRUZ,COHAB,objetos,1
ARACRUZ,COHAB III,patrimonial,1
ARACRUZ,CORREGO DAGUA,patrimonial,1
ARACRUZ,CORREGO TRES IRMAOS,patrimonial,1
ARACRUZ,CUPIDO,digital,1
ARACRUZ,DECARLI,digital,1
ARACRUZ,FATIMA,digital,1
ARACRUZ,GUANABARA,digital,1
ARACRUZ,GUARANA,digital,1
ARACRUZ,IRAJA,digital,1
ARACRUZ,IRAJA,objetos,1
ARACRUZ,ITAPARICA,violencia_social,1
ARACRUZ,JARDINS,digital,1
ARACRUZ,JEQUITIBA,objetos,1
ARACRUZ,LIMAO,objetos,1
ARACRUZ,MAR AZUL,patrimonial,1
ARACRUZ,MORADA BARRA DO SAHY,patrimonial,1
ARACRUZ,MORADA BARRA DO SAHY,violencia_social,1
ARACRUZ,NOVA CONQUISTA,objetos,1
ARACRUZ,NOVA CONQUISTA,violencia_social,1
ARACRUZ,NOVA ESPERANCA,violencia_social,1
ARACRUZ,NOVO JEQUITIBA,patrimonial,1
ARACRUZ,PLANALTO,digital,1
ARACRUZ,POLIVALENTE,patrimonial,1
ARACRUZ,PONTAL DO PIRAQUEACU,patrimonial,1
ARACRUZ,PRAIA DOS PADRES,objetos,1
ARACRUZ,PRAIA FORMOSA,objetos,1
ARACRUZ,PRAIA SAUE,digital,1
ARACRUZ,RECANTO FELIZ,violencia_social,1
ARACRUZ,SANTA CRUZ,digital,1
ARACRUZ,SANTA LUZIA,objetos,1
ARACRUZ,SANTA MARTA,objetos,1
ARACRUZ,SANTA MARTA,violencia_social,1
ARACRUZ,SANTA ROSA,patrimonial,1
ARACRUZ,SAO FRANCISCO,violencia_social,1
ARACRUZ,SAO JOSE,objetos,1
ARACRUZ,SAO PEDRO,violencia_social,1
ARACRUZ,SAPOLANDIA,patrimonial,1
ARACRUZ,SAUACU,objetos,1
ARACRUZ,SAUACU,violencia_social,1
ARACRUZ,SAUE,objetos,1
ARACRUZ,TAQUARAL,patrimonial,1
ARACRUZ,VILA NOVA,digital,1
ARACRUZ,VILA RICA,digital,1
ARACRUZ,ZONA RURAL,patrimonial,1
ATILIO VIVACQUA,ALTO NITEROI,objetos,1
ATILIO VIVACQUA,ALTO NITEROI,patrimonial,1
ATILIO VIVACQUA,BAIXA BONITA,patrimonial,1
ATILIO VIVACQUA,CENTRO,violencia_social,1
ATILIO VIVACQUA,CORREGO DA FAMA,violencia_social,1
ATILIO VIVACQUA,FLECHEIRA,patrimonial,1
ATILIO VIVACQUA,FLECHEIRA,violencia_social,1
ATILIO VIVACQUA,MILAGRES,patrimonial,1
ATILIO VIVACQUA,PRACA DO ORIENTE,patrimonial,1
ATILIO VIVACQUA,PRACA DO ORIENTE,violencia_social,1
ATILIO VIVACQUA,SANTA CRUZ,patrimonial,1
ATILIO VIVACQUA,SUMIDOURO,objetos,1
BAIXO GUANDU,ALTO GUANDU,patrimonial,1
BAIXO GUANDU,CENTRO,objetos,1
BAIXO GUANDU,IBITUBA,patrimonial,1
BAIXO GUANDU,SAO JOSE,objetos,1
BAIXO GUANDU,SAPUCAIA,objetos,1
BAIXO GUANDU,VALPARAISO,objetos,1
BAIXO GUANDU,VILA KENNEDY,objetos,1
BAIXO GUANDU,VILA KENNEDY,violencia_social,1
BAIXO GUANDU,ZONA RURAL,digital,1
BAIXO GUANDU,ZONA RURAL,objetos,1
BARRA DE SAO FRANCISCO,BAIRRO ALVORADA,violencia_social,1
BARRA DE SAO FRANCISCO,BAIRRO BAMBE,digital,1
BARRA DE SAO FRANCISCO,BAIRRO BAMBE,objetos,1
BARRA DE SAO FRANCISCO,BAIRRO CRUZEIRO,digital,1
BARRA DE SAO FRANCISCO,BAIRRO CRUZEIRO,objetos,1
BARRA DE SAO FRANCISCO,BAIRRO NOVA BARRA,digital,1
BARRA DE SAO FRANCISCO,BAIRRO VILA GONCALVES,objetos,1
BARRA DE SAO FRANCISCO,BAIRRO VILA VICENTE,objetos,1
BARRA DE SAO FRANCISCO,BAIRRO VILA VICENTE,violencia_social,1
BARRA DE SAO FRANCISCO,BOA ESPERANCA I,patrimonial,1
BARRA DE SAO FRANCISCO,BOA SORTE I,patrimonial,1
BARRA DE SAO FRANCISCO,CACHOEIRINHA DE ITAUNA,violencia_social,1
BARRA DE SAO FRANCISCO,CAMPO NOVO,violencia_social,1
BARRA DE SAO FRANCISCO,CORREGO AVENTUREIRO,patrimonial,1
BARRA DE SAO FRANCISCO,CORREGO BOA UNIAO,patrimonial,1
BARRA DE SAO FRANCISCO,CORREGO DA PENHA,violencia_social,1
BARRA DE SAO FRANCISCO,CORREGO DO OURO,violencia_social,1
BARRA DE SAO FRANCISCO,CORREGO ITAUNAS,patrimonial,1
BARRA DE SAO FRANCISCO,CORREGO SAO JOAO,patrimonial,1
BARRA DE SAO FRANCISCO,CORREGO SAO PAULO,patrimonial,1
BARRA DE SAO FRANCISCO,ESTRELA,patrimonial,1
BARRA DE SAO FRANCISCO,FAZENDA GERALDO COZER,violencia_social,1
BARRA DE SAO FRANCISCO,JABUTICABA,objetos,1
BARRA DE SAO FRANCISCO,JABUTICABA,violencia_social,1
BARRA DE SAO FRANCISCO,MORRO DA COLINA,patrimonial,1
BARRA DE SAO FRANCISCO,PAULISTA,digital,1
BARRA DE SAO FRANCISCO,SAO JOSE,patrimonial,1
BARRA DE SAO FRANCISCO,VARGEM ALEGRE,violencia_social,1
BARRA DE SAO FRANCISCO,VARGEM GRANDE,violencia_social,1
BOA ESPERANCA,AGUA BOA,violencia_social,1
BOA ESPERANCA,ALVORADA,patrimonial,1
BOA ESPERANCA,BELA VISTA,patrimonial,1
BOA ESPERANCA,BOAMIRA,patrimonial,1
BOA ESPERANCA,CRUZEIRO,violencia_social,1
BOA ESPERANCA,ILMO COVRE,patrimonial,1
BOA ESPERANCA,ILMO COVRE,violencia_social,1
BOA ESPERANCA,OUTRO LOCAL,objetos,1
BOA ESPERANCA,OUTRO LOCAL,violencia_social,1
BOA ESPERANCA,SAO JOSE DO SOBRADINHO,patrimonial,1
BOA ESPERANCA,SAO JOSE DO SOBRADINHO,violencia_social,1
BOA ESPERANÇA,VILA TAVARES,violencia_social,1
BOA ESPERANÇA,ZONA RURAL,violencia_social,1
BOM JESUS DO NORTE,LOTEAMENTO DONA LEA,patrimonial,1
BOM JESUS DO NORTE,MORRO DO MACARIO,objetos,1
BOM JESUS DO NORTE,SAO JOAO,objetos,1
BOM JESUS DO NORTE,SAO JOAO,violencia_social,1
BOM JESUS DO NORTE,SAO SEBASTIAO,patrimonial,1
BREJETUBA,BAIRRO NOBRE,violencia_social,1
BREJETUBA,BREJAUBINHA,patrimonial,1
BREJETUBA,CACHOEIRA ALTA,patrimonial,1
BREJETUBA,CENTRO,objetos,1
BREJETUBA,MARAPE,violencia_social,1
BREJETUBA,OUTRO LOCAL,violencia_social,1
BREJETUBA,SAO DOMINGOS PEQUENO,violencia_social,1
BREJETUBA,SAO DOMINGUINHO,patrimonial,1
BREJETUBA,SAO JORGE,patrimonial,1
CACHOEIRO DE ITAPEMIRIM,ABELARDO MACHADO,objetos,1
CACHOEIRO DE ITAPEMIRIM,AGOSTINHO SIMONATO,objetos,1
CACHOEIRO DE ITAPEMIRIM,ALTO GIRONDA,patrimonial,1
CACHOEIRO DE ITAPEMIRIM,ALTO MONTE CRISTO,objetos,1
CACHOEIRO DE ITAPEMIRIM,ALTO MONTE CRISTO,violencia_social,1
CACHOEIRO DE ITAPEMIRIM,ALTO NOVO PARQUE,objetos,1
CACHOEIRO DE ITAPEMIRIM,ALVARO TAVARES,violencia_social,1
CACHOEIRO DE ITAPEMIRIM,AMARAL,objetos,1
CACHOEIRO DE ITAPEMIRIM,AMARELO,objetos,1
CACHOEIRO DE ITAPEMIRIM,BELA VISTA,objetos,1
CACHOEIRO DE ITAPEMIRIM,BOA VISTA,objetos,1
CACHOEIRO DE ITAPEMIRIM,BURARAMA,digital,1
CACHOEIRO DE ITAPEMIRIM,BURARAMA,objetos,1
CACHOEIRO DE ITAPEMIRIM,BURARAMA,violencia_social,1
CACHOEIRO DE ITAPEMIRIM,CAICARA,digital,1
CACHOEIRO DE ITAPEMIRIM,CAMPO DA LEOPOLDINA,objetos,1
CACHOEIRO DE ITAPEMIRIM,CANTAGALO,patrimonial,1
CACHOEIRO DE ITAPEMIRIM,CORAMARA,digital,1
CACHOEIRO DE ITAPEMIRIM,CORONEL BORGES,objetos,1
CACHOEIRO DE ITAPEMIRIM,CORREGO DO BRAS,patrimonial,1
CACHOEIRO DE ITAPEMIRIM,CORREGO DO BRAS,violencia_social,1
CACHOEIRO DE ITAPEMIRIM,COSTA E SILVA,patrimonial,1
CACHOEIRO DE ITAPEMIRIM,COSTA E SILVA,violencia_social,1
CACHOEIRO DE ITAPEMIRIM,COUTINHO,patrimonial,1
CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,objetos,1
CACHOEIRO DE ITAPEMIRIM,FE E RACA,violencia_social,1
CACHOEIRO DE ITAPEMIRIM,FERROVIARIOS,violencia_social,1
CACHOEIRO DE ITAPEMIRIM,GILBERTO MACHADO,digital,1
CACHOEIRO DE ITAPEMIRIM,GILBERTO MACHADO,objetos,1
CACHOEIRO DE ITAPEMIRIM,GRUTA DE BAIXO,patrimonial,1
