uf,municipio,bairro,categoria_macro
ES,CACHOEIRO DE ITAPEMIRIM,RUBEM BRAGA,patrimonial
ES,RIO NOVO DO SUL,QUARTEIRAO DE SANTANA,patrimonial
ES,ITARANA,CENTRO,patrimonial
ES,ALEGRE,VILA ALTA,patrimonial
ES,VIANA,PARQUE INDUSTRIAL,patrimonial
ES,COLATINA,OLIVIO ZANOTELI,patrimonial
ES,SERRA,SAO GERALDO,patrimonial
ES,IUNA,VILA NOVA,patrimonial
ES,CARIACICA,SAO JOAO BATISTA,patrimonial
ES,CONCEICAO DA BARRA,SANTANA,patrimonial
ES,MUCURICI,ALTO BONITO,patrimonial
ES,JOAO NEIVA,FLORESTA,patrimonial
ES,PANCAS,OPERARIO,patrimonial
ES,BARRA DE SAO FRANCISCO,BAIRRO BAMBE,patrimonial
ES,JOAO NEIVA,COHAB,patrimonial
ES,CASTELO,CORREGO DA PRATA,patrimonial
ES,COLATINA,SANTA MONICA,patrimonial
ES,FUNDAO,BAIRRO_NAO_INFORMADO,patrimonial
ES,SAO GABRIEL DA PALHA,GUSTAVO BOONE,patrimonial
ES,JAGUARE,NOVA ESPERANCA,patrimonial
ES,SERRA,CANTINHO DO CEU,patrimonial
ES,DOMINGOS MARTINS,SAO MIGUEL,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA APARECIDA,patrimonial
ES,BOA ESPERANCA,BOA MIRA,patrimonial
ES,LARANJA DA TERRA,SAO LUIS DE MIRANDA,patrimonial
ES,ANCHIETA,PRAIA DE PARATI,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,JARDIM AMERICA,patrimonial
ES,SANTA MARIA DE JETIBA,BELEM,patrimonial
ES,MUCURICI,CAXIAS,patrimonial
ES,MUQUI,ALTO BOA ESPERANCA,patrimonial
ES,VILA VELHA,VINTE E TRES DE MAIO,patrimonial
ES,CASTELO,VILA NOVA,patrimonial
ES,MUQUI,SAN DOMINGO,patrimonial
ES,VIANA,CAMPO VERDE,patrimonial
ES,ARACRUZ,POLIVALENTE,patrimonial
ES,AFONSO CLAUDIO,PIRACEMA,patrimonial
ES,VITORIA,DO MOSCOSO,patrimonial
ES,AFONSO CLAUDIO,VILA NOVA,patrimonial
ES,VILA VALERIO,SANTA RITA,patrimonial
ES,SAO MATEUS,COHAB,patrimonial
ES,SERRA,NOSSA SENHORA DA CONCEICAO,patrimonial
ES,IBIRACU,ERICINA,patrimonial
ES,COLATINA,CARLOS GERMANO NAUMANN,patrimonial
ES,PEDRO CANARIO,CAMILO COLA,patrimonial
ES,CASTELO,SAO PEDRO,patrimonial
ES,ALFREDO CHAVES,MACRINA,patrimonial
ES,CARIACICA,ORIENTE,patrimonial
ES,SERRA,BELVEDERE,patrimonial
ES,COLATINA,SANTOS DUMONT,patrimonial
ES,ITAGUACU,LARANJAL,patrimonial
ES,VILA VELHA,ZONA NAO IDENTIFICADA II,patrimonial
ES,ANCHIETA,BOA VISTA,patrimonial
ES,CARIACICA,TIRADENTES,patrimonial
ES,ARACRUZ,COHAB,patrimonial
ES,COLATINA,JARDIM PLANALTO,patrimonial
ES,BARRA DE SAO FRANCISCO,BAIRRO CRUZEIRO,patrimonial
ES,ITAGUACU,SETE VOLTAS,patrimonial
ES,SERRA,SAO JUDAS TADEU,patrimonial
ES,BARRA DE SAO FRANCISCO,CORREGO DA PENHA,patrimonial
ES,NOVA VENECIA,DIADEMA,patrimonial
ES,SERRA,PRAIAMAR,patrimonial
ES,ITARANA,BAIRRO_NAO_INFORMADO,patrimonial
ES,ARACRUZ,GUAXINDIBA,patrimonial
ES,ICONHA,MORADA DO SOL,patrimonial
ES,CONCEICAO DA BARRA,CORREGO DAS PALMEIRAS,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,BURARAMA,patrimonial
ES,VENDA NOVA DO IMIGRANTE,SAO JOSE DO ALTO VICOSA,patrimonial
ES,ARACRUZ,NOVO JEQUITIBA,patrimonial
ES,PEDRO CANARIO,CANARINHA,patrimonial
ES,MARECHAL FLORIANO,VILA DAS ORQUIDEAS,patrimonial
ES,IBIRACU,SAO CRISTOVAO,patrimonial
ES,VILA VELHA,ARGOLAS,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,BOM PASTOR,patrimonial
ES,BOA ESPERANCA,SAO JOSE DO SOBRADINHO,patrimonial
ES,SANTA TERESA,JARDIM DA MONTANHA,patrimonial
ES,PANCAS,VILA VERDE,patrimonial
ES,BARRA DE SAO FRANCISCO,VARGEM ALEGRE,patrimonial
ES,VILA VALERIO,VILA NOVA,patrimonial
ES,FUNDAO,DIRECAO,patrimonial
ES,VENDA NOVA DO IMIGRANTE,LAVRINHAS,patrimonial
ES,IRUPI,JOAO THOMAZ PEREIRA,patrimonial
ES,MUQUI,ENTRE MORROS,patrimonial
ES,CARIACICA,MUCURI,patrimonial
ES,SERRA,CONJUNTO JACARAIPE,patrimonial
ES,NOVA VENECIA,CORREGO DO CAVALO II,patrimonial
ES,VITORIA,FRADINHOS,patrimonial
ES,VENDA NOVA DO IMIGRANTE,CENTRO,patrimonial
ES,NOVA VENECIA,MUNICIPAL,patrimonial
ES,CASTELO,UBA,patrimonial
ES,SAO MATEUS,RIO PRETO,patrimonial
ES,ARACRUZ,SAPOLANDIA,patrimonial
ES,SANTA MARIA DE JETIBA,SANTA LUZIA DO RECREIO,patrimonial
ES,ANCHIETA,VILA RESIDENCIAL ANCHIETA,patrimonial
ES,VILA VELHA,CAVALIERE,patrimonial
ES,SERRA,LAGOA DE JACARAIPE,patrimonial
ES,COLATINA,MORADA DO SOL,patrimonial
ES,BAIXO GUANDU,SAO VICENTE,patrimonial
ES,GUARAPARI,PORTAL DE GUARAPARI,patrimonial
ES,PRESIDENTE KENNEDY,CENTRO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,MORRO GRANDE,patrimonial
ES,ARACRUZ,CUPIDO,patrimonial
ES,NOVA VENECIA,BOA VISTA,patrimonial
ES,SAO GABRIEL DA PALHA,PROGRESSO,patrimonial
ES,VILA VELHA,ILHA DAS FLORES,patrimonial
ES,COLATINA,SAO PEDRO,patrimonial
ES,MARILANDIA,INDUSTRIAL,patrimonial
ES,SAO JOSE DO CALCADO,BAIRRO_NAO_INFORMADO,patrimonial
ES,COLATINA,JOAO MANOEL MENEGUELI,patrimonial
ES,GUARAPARI,ADALBERTO SIMAO NADER,patrimonial
ES,GUACUI,APARECIDA,patrimonial
ES,SAO ROQUE DO CANAA,SAO PEDRO,patrimonial
ES,IBIRACU,ARICANGA,patrimonial
ES,LARANJA DA TERRA,BARRA DO TIMBUVA,patrimonial
ES,NOVA VENECIA,VERMELHO,patrimonial
ES,SERRA,FAZENDA CASCATA,patrimonial
ES,VITORIA,PIEDADE,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,PARQUE DAS LARANJEIRAS,patrimonial
ES,VILA VELHA,SANTA PAULA II,patrimonial
ES,ANCHIETA,IRIRI,patrimonial
ES,MIMOSO DO SUL,MORRO DA PALHA,patrimonial
ES,SAO GABRIEL DA PALHA,POPULARES,patrimonial
ES,GUACUI,VALE DO SOL,patrimonial
ES,VITORIA,SANTOS REIS,patrimonial
ES,RIO BANANAL,SAO JORGE DO TIRADENTES,patrimonial
ES,VILA VELHA,GAROTO,patrimonial
ES,SERRA,SOLAR DE ANCHIETA,patrimonial
ES,COLATINA,PADRE JOSE DE ANCHIETA,patrimonial
ES,IUNA,NITEROI,patrimonial
ES,VIANA,NOVA VIANA,patrimonial
ES,CARIACICA,FLEXAL I,patrimonial
ES,ANCHIETA,PORTO DE CIMA,patrimonial
ES,CARIACICA,RETIRO SAUDOSO,patrimonial
ES,IUNA,SAO JOAO DO PRINCIPE,patrimonial
ES,CARIACICA,EXPEDITO,patrimonial
ES,VILA PAVAO,CORREGO PARAISO,patrimonial
ES,JERONIMO MONTEIRO,BOA SORTE,patrimonial
ES,VITORIA,CONQUISTA,patrimonial
ES,JERONIMO MONTEIRO,VISTA LINDA,patrimonial
ES,MONTANHA,SAO SEBASTIAO DO NORTE,patrimonial
ES,PINHEIROS,SANTO ANTONIO,patrimonial
ES,SANTA TERESA,VARZEA ALEGRE,patrimonial
ES,VILA VELHA,NOVA AMERICA,patrimonial
ES,GUACUI,SANTA CECILIA,patrimonial
ES,VENDA NOVA DO IMIGRANTE,TRINTA DE DEZEMBRO,patrimonial
ES,SANTA MARIA DE JETIBA,ALTO SANTA MARIA,patrimonial
ES,COLATINA,VILA REAL,patrimonial
ES,MUNIZ FREIRE,MENINO JESUS,patrimonial
ES,AFONSO CLAUDIO,CUSTODIO RIBEIRO LEITE,patrimonial
ES,MARECHAL FLORIANO,BATATAL,patrimonial
ES,IUNA,PERDICAO,patrimonial
ES,ANCHIETA,PRAIA DE GUANABARA,patrimonial
ES,CONCEICAO DA BARRA,NOVA BETHANIA,patrimonial
ES,SAO MATEUS,LAGO DOS CISNES,patrimonial
ES,SANTA TERESA,JULIAO,patrimonial
ES,BREJETUBA,BAIRRO_NAO_INFORMADO,patrimonial
ES,VARGEM ALTA,SAO JOAO,patrimonial
ES,ECOPORANGA,JOACUBA,patrimonial
ES,BARRA DE SAO FRANCISCO,SAO JOSE,patrimonial
ES,MUQUI,SAO DOMINGOS,patrimonial
ES,ARACRUZ,ITAPARICA,patrimonial
ES,CARIACICA,VISTA LINDA,patrimonial
ES,VILA PAVAO,CORREGO SAO SEBASTIAO,patrimonial
ES,ARACRUZ,MOROBA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ALVARO TAVARES,patrimonial
ES,NOVA VENECIA,COHAB,patrimonial
ES,SERRA,SAO DOMINGOS,patrimonial
ES,PRESIDENTE KENNEDY,LEONEL,patrimonial
ES,VITORIA,JESUS DE NAZARETH,patrimonial
ES,LINHARES,LINHARES V,patrimonial
ES,JOAO NEIVA,ACIOLI,patrimonial
ES,BARRA DE SAO FRANCISCO,PAULISTA,patrimonial
ES,SAO GABRIEL DA PALHA,APARECIDA,patrimonial
ES,IBATIBA,CAMBRAVA,patrimonial
ES,VIANA,ARLINDO ANGELO VILLASCHI,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ABELARDO MACHADO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA DA PENHA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,CONDURU,patrimonial
ES,SAO ROQUE DO CANAA,BAIXO SANTA JULIA,patrimonial
ES,CASTELO,NITEROI,patrimonial
ES,ARACRUZ,SANTA ROSA,patrimonial
ES,GUACUI,MORADA DAS PALMEIRAS,patrimonial
ES,VENDA NOVA DO IMIGRANTE,MARMIN,patrimonial
ES,IBIRACU,CENTRO,patrimonial
ES,ITAPEMIRIM,GOMES,patrimonial
ES,PONTO BELO,CHAPISCO,patrimonial
ES,SANTA LEOPOLDINA,VILA NOVA,patrimonial
ES,MUQUI,SAO PEDRO,patrimonial
ES,SAO GABRIEL DA PALHA,SANTA RITA,patrimonial
ES,SERRA,COLINA DA SERRA,patrimonial
ES,PIUMA,OROBO,patrimonial
ES,COLATINA,MARTINELI,patrimonial
ES,BARRA DE SAO FRANCISCO,CORREGO DO OLEO,patrimonial
ES,SERRA,CAMPINHO DA SERRA II,patrimonial
ES,CASTELO,VILA IZABEL,patrimonial
ES,JOAO NEIVA,BAIRRO DA PENHA,patrimonial
ES,JAGUARE,AGUA LIMPA,patrimonial
ES,CASTELO,BAIXA ITALIA,patrimonial
ES,MARECHAL FLORIANO,JARBINHAS,patrimonial
ES,ATILIO VIVACQUA,BAIRRO_NAO_INFORMADO,patrimonial
ES,ITAGUACU,BARRO PRETO,patrimonial
ES,PEDRO CANARIO,BOA VISTA,patrimonial
ES,AFONSO CLAUDIO,ALTO GRAMINHA,patrimonial
ES,COLATINA,MARIA ISMENIA,patrimonial
ES,VIANA,VILA NOVA,patrimonial
ES,NOVA VENECIA,CORREGO DO AUGUSTO,patrimonial
ES,ANCHIETA,OLIVEIRA,patrimonial
ES,SANTA MARIA DE JETIBA,SAO BENTO,patrimonial
ES,SANTA TERESA,PENHA,patrimonial
ES,SERRA,PARQUE DAS GAIVOTAS,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,CENTRAL PARQUE,patrimonial
ES,VILA VELHA,BOA VISTA II,patrimonial
ES,IRUPI,BARRO BRANCO,patrimonial
ES,SOORETAMA,PARQUE SAO JORGE,patrimonial
ES,BARRA DE SAO FRANCISCO,BOA SORTE I,patrimonial
ES,SANTA LEOPOLDINA,MOXAFONGO,patrimonial
ES,NOVA VENECIA,ALTOE,patrimonial
ES,CARIACICA,PLANETA,patrimonial
ES,SANTA MARIA DE JETIBA,SAO JOSE DO RECREIO,patrimonial
ES,AGUIA BRANCA,CORREGO AGUAS CLARAS,patrimonial
ES,SOORETAMA,SALVADOR,patrimonial
ES,GUARAPARI,PALMEIRAS,patrimonial
ES,PONTO BELO,MORUMBI,patrimonial
ES,PINHEIROS,SAO JOAO DO SOBRADO,patrimonial
ES,GUARAPARI,PORTO GRANDE,patrimonial
ES,CARIACICA,CAMPO BELO,patrimonial
ES,LARANJA DA TERRA,BELA VISTA,patrimonial
ES,DOMINGOS MARTINS,BARRA DO TIJUCO PRETO,patrimonial
ES,MUCURICI,PLANALTO,patrimonial
ES,GOVERNADOR LINDENBERG,ALTO MOACIR,patrimonial
ES,MONTANHA,IRMA MARIA ZELIA PRUDENTE,patrimonial
ES,GUARAPARI,AMARELO,patrimonial
ES,ANCHIETA,JUSTICA II,patrimonial
ES,VILA VELHA,XURY,patrimonial
ES,LINHARES,REGENCIA,patrimonial
ES,IBATIBA,IPE,patrimonial
ES,LINHARES,SAO RAFAEL,patrimonial
ES,VILA PAVAO,CORREGO DO ESTEVAO,patrimonial
ES,IBIRACU,PENDANGA,patrimonial
ES,ALFREDO CHAVES,CENTRO,patrimonial
ES,VARGEM ALTA,CASTELINHO,patrimonial
ES,ALEGRE,CELINA,patrimonial
ES,SANTA TERESA,RECANTO DO VALE,patrimonial
ES,SANTA TERESA,BAIRRO DO ECO,patrimonial
ES,MUNIZ FREIRE,SAO PEDRO,patrimonial
ES,ITAGUACU,PALMEIRA,patrimonial
ES,JAGUARE,JUNDIA,patrimonial
ES,COLATINA,VICENTE SOELA,patrimonial
ES,LINHARES,LAGOA AGUIAR,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,COSTA E SILVA,patrimonial
ES,MARECHAL FLORIANO,RIO FUNDO,patrimonial
ES,PONTO BELO,ALVORADA,patrimonial
ES,IRUPI,CORREGO FUNDO,patrimonial
ES,BAIXO GUANDU,ALTO MUTUM PRETO,patrimonial
ES,ITAPEMIRIM,PIABANHA DO NORTE,patrimonial
ES,COLATINA,AEROPORTO,patrimonial
ES,IUNA,VALE VERDE,patrimonial
ES,ANCHIETA,CANTAGALO,patrimonial
ES,ARACRUZ,CENTRO EMPRESARIAL,patrimonial
ES,VITORIA,SOLON BORGES,patrimonial
ES,JAGUARE,BOA VISTA II,patrimonial
ES,ICONHA,JARDIM JANDYRA,patrimonial
ES,RIO BANANAL,CORREGO SAO BENTO,patrimonial
ES,CASTELO,ESPLANADA,patrimonial
ES,MONTANHA,LAJEDO,patrimonial
ES,MIMOSO DO SUL,SAO JOSE DAS TORRES,patrimonial
ES,SAO DOMINGOS DO NORTE,MAROMBA,patrimonial
ES,ITAGUACU,FLORENCIO HERZOG,patrimonial
ES,SANTA MARIA DE JETIBA,VILA NOVA,patrimonial
ES,JAGUARE,MATA ATLANTICA,patrimonial
ES,VIANA,GUARITAS,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ALTO MONTE CRISTO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,SAO GERALDO,patrimonial
ES,AFONSO CLAUDIO,GRAMA,patrimonial
ES,BAIXO GUANDU,BANANAL,patrimonial
ES,CASTELO,VOLTA REDONDA,patrimonial
ES,SAO ROQUE DO CANAA,SAO FRANCISCO DE ASSIS,patrimonial
ES,PINHEIROS,CANARIO,patrimonial
ES,IBIRACU,SAO BENEDITO,patrimonial
ES,BAIXO GUANDU,ROSARIO I,patrimonial
ES,CASTELO,ESTRELA DO NORTE,patrimonial
ES,IUNA,SAO CRISTOVAO,patrimonial
ES,VARGEM ALTA,PROSPERIDADE,patrimonial
ES,IRUPI,CAROLINE BARBOSA,patrimonial
ES,COLATINA,FIORAVANTE MARINO,patrimonial
ES,MONTANHA,VINHATICO,patrimonial
ES,ATILIO VIVACQUA,SAO PEDRO,patrimonial
ES,MUQUI,MORUBIA,patrimonial
ES,PIUMA,BOA VISTA,patrimonial
ES,CONCEICAO DO CASTELO,INDAIA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,PACOTUBA,patrimonial
ES,MARATAIZES,JABOTI,patrimonial
ES,COLATINA,CASTELO BRANCO,patrimonial
ES,JAGUARE,SEAC,patrimonial
ES,BARRA DE SAO FRANCISCO,MONTE SINAI,patrimonial
ES,GUARAPARI,PONTAL DE SANTA MONICA,patrimonial
ES,BARRA DE SAO FRANCISCO,VILA SANTA IZABEL,patrimonial
ES,ALEGRE,SOBREIRA,patrimonial
ES,MUQUI,NOSSA SENHORA APARECIDA,patrimonial
ES,SANTA MARIA DE JETIBA,SAO SEBASTIAO DO MEIO,patrimonial
ES,ICONHA,ILHA DO COCO,patrimonial
ES,IUNA,PEQUIA,patrimonial
ES,JAGUARE,LAQUINI,patrimonial
ES,MARATAIZES,JACARANDA,patrimonial
ES,ANCHIETA,PRAIA DE UBU,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,OTTON MARINS,patrimonial
ES,SANTA MARIA DE JETIBA,ALTO GARRAFAO,patrimonial
ES,VARGEM ALTA,PAMBAL DE BAIXO,patrimonial
ES,GUACUI,BAIRRO DO NORTE,patrimonial
ES,COLATINA,NOSSA SENHORA DA PENHA,patrimonial
ES,SANTA MARIA DE JETIBA,ALTO POSS MOUSER,patrimonial
ES,IUNA,RIO CLARO,patrimonial
ES,DOMINGOS MARTINS,VIVENDAS DO IMPERADOR,patrimonial
ES,IBATIBA,CARANGOLA,patrimonial
ES,SAO MATEUS,SAO BENEDITO,patrimonial
ES,MIMOSO DO SUL,ALTO SERTAO SEBASTIAO,patrimonial
ES,DOMINGOS MARTINS,PARAJU,patrimonial
ES,IBITIRAMA,SAO FRANCISCO,patrimonial
ES,SAO DOMINGOS DO NORTE,CAIXA DAGUA,patrimonial
ES,MIMOSO DO SUL,SERRANO,patrimonial
ES,BAIXO GUANDU,MASCARENHAS,patrimonial
ES,GUACUI,SANTA CRUZ,patrimonial
ES,AFONSO CLAUDIO,PONTOES,patrimonial
ES,SAO MATEUS,VILA NOVA,patrimonial
ES,ANCHIETA,PRAIA DO COQUEIRO,patrimonial
ES,ARACRUZ,COHAB II,patrimonial
ES,NOVA VENECIA,MUNIZ,patrimonial
ES,BREJETUBA,SERTAOZINHO,patrimonial
ES,COLATINA,SAN DIEGO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ITAOCA,patrimonial
ES,SAO MATEUS,NOVA AIMORES,patrimonial
ES,VIANA,IPANEMA,patrimonial
ES,VARGEM ALTA,BOA ESPERANCA,patrimonial
ES,PANCAS,OSCAR LOURENCO DA SILVA,patrimonial
ES,VENDA NOVA DO IMIGRANTE,SANTO ANTONIO DA SERRA,patrimonial
ES,COLATINA,SAGRADO CORACAO DE JESUS,patrimonial
ES,SANTA TERESA,SANTO HILARIO,patrimonial
ES,JERONIMO MONTEIRO,BOA ESPERANCA,patrimonial
ES,VITORIA,ILHA DO FRADE,patrimonial
ES,AGUIA BRANCA,ROCHEDO,patrimonial
ES,ARACRUZ,GUARANA,patrimonial
ES,ITAGUACU,LAJINHA DO LAJE,patrimonial
ES,ITAGUACU,SOBREIRO,patrimonial
ES,APIACA,FRANCISCO JORGE DA SILVA,patrimonial
ES,SANTA LEOPOLDINA,FUNIL,patrimonial
ES,SANTA LEOPOLDINA,CENTRO,patrimonial
ES,CONCEICAO DA BARRA,FLORESTA,patrimonial
ES,MARILANDIA,MONTE SINAI,patrimonial
ES,BARRA DE SAO FRANCISCO,BAIRRO COLINA,patrimonial
ES,COLATINA,VILA NOVA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,VALAO,patrimonial
ES,SANTA MARIA DE JETIBA,RIO CLARO,patrimonial
ES,PRESIDENTE KENNEDY,AGUA PRETA,patrimonial
ES,BOA ESPERANCA,NOVA CIDADE,patrimonial
ES,PEDRO CANARIO,LIONORIO I,patrimonial
ES,CASTELO,CAVA ROXA,patrimonial
ES,DOMINGOS MARTINS,PONTO ALTO,patrimonial
ES,IBATIBA,BOA ESPERANCA,patrimonial
ES,SAO GABRIEL DA PALHA,QUEIXADA,patrimonial
ES,SOORETAMA,JUNCADO,patrimonial
ES,MANTENOPOLIS,CORREGO MANTENINHA,patrimonial
ES,PIUMA,NOVA ESPERANCA,patrimonial
ES,ITAPEMIRIM,MARAGUA,patrimonial
ES,ITAPEMIRIM,BOM SERA,patrimonial
ES,COLATINA,NOVO HORIZONTE,patrimonial
ES,ALEGRE,PRAINHA,patrimonial
ES,GUARAPARI,NOSSA SENHORA DA CONCEICAO,patrimonial
ES,ARACRUZ,NOVA CONQUISTA,patrimonial
ES,JERONIMO MONTEIRO,CRISTAL,patrimonial
ES,ALEGRE,CLERIO MOULIM,patrimonial
ES,ARACRUZ,SAO CAMILO,patrimonial
ES,SAO ROQUE DO CANAA,CENTRO,patrimonial
ES,SERRA,DIVINOPOLIS,patrimonial
ES,SAO GABRIEL DA PALHA,BOA VISTA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ESTELITA COELHO MARINS,patrimonial
ES,SAO DOMINGOS DO NORTE,CATETE,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,VARGEM GRANDE DO SOTURNO,patrimonial
ES,BREJETUBA,SAO DOMINGOS GRANDE,patrimonial
ES,SAO ROQUE DO CANAA,NOSSA SENHORA DAS GRACAS,patrimonial
ES,AFONSO CLAUDIO,FAZENDA GUANDU,patrimonial
ES,BARRA DE SAO FRANCISCO,MORADA FELIZ,patrimonial
ES,COLATINA,GRACA ARANHA,patrimonial
ES,ITAPEMIRIM,PALMITAL,patrimonial
ES,BARRA DE SAO FRANCISCO,IPIRANGA,patrimonial
ES,RIO BANANAL,DOM PEDRO,patrimonial
ES,IBITIRAMA,PEDRA ROXA,patrimonial
ES,ARACRUZ,SAO FRANCISCO,patrimonial
ES,VILA VALERIO,BOA VISTA,patrimonial
ES,GUACUI,SAO JOSE,patrimonial
ES,SERRA,PITANGA,patrimonial
ES,ARACRUZ,PEDRINHAS,patrimonial
ES,PIUMA,ITAPUTANGA,patrimonial
ES,VARGEM ALTA,POMBAL DE CIMA,patrimonial
ES,COLATINA,QUINZE DE OUTUBRO,patrimonial
ES,CASTELO,EXPOSICAO,patrimonial
ES,SAO JOSE DO CALCADO,IBES,patrimonial
ES,LARANJA DA TERRA,PICADAO,patrimonial
ES,CASTELO,CASTELO III,patrimonial
ES,RIO BANANAL,CORREGO LACRIMAL,patrimonial
ES,DOMINGOS MARTINS,AREINHA,patrimonial
ES,ALFREDO CHAVES,MATILDE,patrimonial
ES,SOORETAMA,CORREGO ALEGRE,patrimonial
ES,IBIRACU,RESIDENCIAL FRANCISCO CAMPAGNARO,patrimonial
ES,SAO ROQUE DO CANAA,VILA VERDE,patrimonial
ES,IRUPI,SANTA CRUZ,patrimonial
ES,DIVINO DE SAO LOURENCO,PENHA,patrimonial
ES,ITAPEMIRIM,ILHA DO GATO,patrimonial
ES,VILA VELHA,VISTA DA PENHA,patrimonial
ES,VITORIA,ANTONIO HONORIO,patrimonial
ES,MARATAIZES,LAGOA DANTAS,patrimonial
ES,GUARAPARI,IGUAPE,patrimonial
ES,GUACUI,ANTONIO FRANCISCO MOREIRA,patrimonial
ES,BOM JESUS DO NORTE,SAO SEBASTIAO,patrimonial
ES,VIANA,EL DOURADO,patrimonial
ES,GUARAPARI,RIO CLARINHO,patrimonial
ES,MIMOSO DO SUL,VISTA ALEGRE,patrimonial
ES,RIO NOVO DO SUL,COURO DOS MONOS,patrimonial
ES,BARRA DE SAO FRANCISCO,CORREGO ITAUNAS,patrimonial
ES,ALTO RIO NOVO,GERALDO ALVES CALDEIRA,patrimonial
ES,SAO GABRIEL DA PALHA,LOUVO,patrimonial
ES,DOMINGOS MARTINS,VILA DE SUIDO,patrimonial
ES,PEDRO CANARIO,CRISTAL DO NORTE,patrimonial
ES,ANCHIETA,DOIS IRMAOS,patrimonial
ES,ANCHIETA,JOAO XXIII,patrimonial
ES,BARRA DE SAO FRANCISCO,MORRO DA COLINA,patrimonial
ES,ALEGRE,UNIVERSITARIO,patrimonial
ES,ARACRUZ,PRAIA DOS PADRES,patrimonial
ES,MARECHAL FLORIANO,BOM JESUS,patrimonial
ES,CONCEICAO DA BARRA,SAYONARA,patrimonial
ES,ARACRUZ,SANTA CRUZ,patrimonial
ES,PRESIDENTE KENNEDY,ORESTES BAIENSE,patrimonial
ES,SANTA LEOPOLDINA,CRUBIXA,patrimonial
ES,GUACUI,PARQUE INDUSTRIAL,patrimonial
ES,MARATAIZES,PONTAL DA BARRA,patrimonial
ES,DOMINGOS MARTINS,SAO BENTO,patrimonial
ES,FUNDAO,CAMPESTRE,patrimonial
ES,PONTO BELO,BAIRRO_NAO_INFORMADO,patrimonial
ES,VITORIA,ARIOVALDO FAVALESSA,patrimonial
ES,ITARANA,NITEROI,patrimonial
ES,DOMINGOS MARTINS,GOIABEIRA,patrimonial
ES,PONTO BELO,FUNDAO,patrimonial
ES,VENDA NOVA DO IMIGRANTE,RESIDENCIAL DO BOSQUE,patrimonial
ES,ARACRUZ,SEGATO,patrimonial
ES,MARATAIZES,PRAIA DOS CACOES,patrimonial
ES,MONTANHA,ALCEBIADES,patrimonial
ES,PANCAS,NOSSA SENHORA DAS GRACAS,patrimonial
ES,ARACRUZ,NOVA COLATINA,patrimonial
ES,IBIRACU,ELIAS BRAGATTO,patrimonial
ES,MARECHAL FLORIANO,SANTA MARIA,patrimonial
ES,CARIACICA,VALE ESPERANCA,patrimonial
ES,MUNIZ FREIRE,PIACU,patrimonial
ES,LINHARES,VILA IZABEL,patrimonial
ES,COLATINA,PONTE DO PANCAS,patrimonial
ES,FUNDAO,RIO PRETO,patrimonial
ES,VIANA,MAMOEIRO,patrimonial
ES,SAO GABRIEL DA PALHA,SAO VICENTE,patrimonial
ES,BREJETUBA,ALTO SILVEIRA,patrimonial
ES,CONCEICAO DA BARRA,MARCILIO DIAS I,patrimonial
ES,VIANA,ARACATIBA,patrimonial
ES,JOAO NEIVA,VILA NOVA DE BAIXO,patrimonial
ES,SERRA,SANTA RITA DE CASSIA,patrimonial
ES,PIUMA,UNIAO,patrimonial
ES,ALFREDO CHAVES,SANTA TEREZINHA,patrimonial
ES,MUNIZ FREIRE,ASSUNCAO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,SANTA CECILIA,patrimonial
ES,AGUA DOCE DO NORTE,GOVERNADOR LACERDA,patrimonial
ES,IUNA,ALTO TRINDADE,patrimonial
ES,CONCEICAO DA BARRA,SAO JOSE,patrimonial
ES,BARRA DE SAO FRANCISCO,VARGEM GRANDE,patrimonial
ES,CONCEICAO DO CASTELO,ANGA,patrimonial
ES,MONTANHA,FUNDAO,patrimonial
ES,SERRA,SANTIAGO,patrimonial
ES,ITAGUACU,OTTO LUIZ HOFFMAN,patrimonial
ES,CASTELO,GARAGE,patrimonial
ES,DOMINGOS MARTINS,SAO PAULO,patrimonial
ES,ALEGRE,BILAU,patrimonial
ES,ARACRUZ,BOA VISTA,patrimonial
ES,MONTANHA,TRINTA DE MAIO,patrimonial
ES,PINHEIROS,VILA NOVA,patrimonial
