uf,municipio,bairro,categoria_macro
ES,JAGUARE,NOVO HORIZONTE,patrimonial
ES,ANCHIETA,PONTA DOS CASTELHANOS,patrimonial
ES,CARIACICA,PICA PAU,patrimonial
ES,SOORETAMA,SAYONARA,patrimonial
ES,CARIACICA,JARDIM DE ALAH,patrimonial
ES,SAO GABRIEL DA PALHA,SAO SEBASTIAO DA BARRA SECA,patrimonial
ES,VILA PAVAO,ONDINA,patrimonial
ES,ARACRUZ,PRIMAVERA,patrimonial
ES,APIACA,JOSE MENDES DE FREITAS,patrimonial
ES,DOMINGOS MARTINS,ISABEL,patrimonial
ES,MIMOSO DO SUL,CONCEICAO DO MUQUI,patrimonial
ES,COLATINA,MARISTA,patrimonial
ES,ALEGRE,NOVA ALEGRE,patrimonial
ES,SAO MATEUS,JAQUELINE,patrimonial
ES,ANCHIETA,MORRO DA PENHA,patrimonial
ES,IUNA,GUANABARA,patrimonial
ES,CASTELO,FORNO GRANDE,patrimonial
ES,SAO DOMINGOS DO NORTE,EMILIO CALAGARI,patrimonial
ES,IBATIBA,SANTA CLARA,patrimonial
ES,CONCEICAO DO CASTELO,NICOLAU DE VARGAS E SILVA,patrimonial
ES,AFONSO CLAUDIO,SAO LUIZ DA BOA SORTE,patrimonial
ES,SANTA LEOPOLDINA,CALIFORNIA,patrimonial
ES,MUCURICI,ITABAIANA,patrimonial
ES,GUACUI,BELA VISTA,patrimonial
ES,SERRA,CENTRO DA SERRA,patrimonial
ES,PANCAS,SAO BENTO,patrimonial
ES,COLATINA,SAO JOAO GRANDE,patrimonial
ES,SANTA LEOPOLDINA,BARRA DO MANGARAI,patrimonial
ES,GOVERNADOR LINDENBERG,CENTRO,patrimonial
ES,PANCAS,FERRUGEM,patrimonial
ES,CONCEICAO DO CASTELO,ARTHUR SOARES,patrimonial
ES,ALFREDO CHAVES,BAIRRO_NAO_INFORMADO,patrimonial
ES,SAO JOSE DO CALCADO,SIZENALDO DE SA VIANA,patrimonial
ES,LINHARES,OLARIA,patrimonial
ES,MUNIZ FREIRE,TOMBOS,patrimonial
ES,SAO MATEUS,FAZENDA PAULISTA,patrimonial
ES,SAO MATEUS,QUILOMETRO,patrimonial
ES,RIO NOVO DO SUL,BELA VISTA,patrimonial
ES,ALTO RIO NOVO,MONTE CARMELO,patrimonial
ES,SANTA LEOPOLDINA,OLARIA,patrimonial
ES,VILA VELHA,CHACARA DO CONDE,patrimonial
ES,SANTA TERESA,DOIS PINHEIROS,patrimonial
ES,VIANA,PEIXE VERDE,patrimonial
ES,IUNA,SANTISSIMA TRINDADE,patrimonial
ES,GUACUI,MANOEL ALVES SIQUEIRA,patrimonial
ES,ATILIO VIVACQUA,NOSSA SENHORA APARECIDA,patrimonial
ES,MUQUI,PALMEIRAS,patrimonial
ES,ALEGRE,CAMPO AVIACAO,patrimonial
ES,ALFREDO CHAVES,IRIRITIMIRIM,patrimonial
ES,ALFREDO CHAVES,NOVA MANTOA,patrimonial
ES,GUARAPARI,SAO FELIX,patrimonial
ES,BREJETUBA,SAO DOMINGUINHO,patrimonial
ES,SANTA TERESA,ALTO SANTA MARIA,patrimonial
ES,COLATINA,SAO JUDAS TADEU,patrimonial
ES,CARIACICA,SANTA PAULA,patrimonial
ES,DORES DO RIO PRETO,CACHOEIRA ALEGRE,patrimonial
ES,VIANA,CARIOCA,patrimonial
ES,JAGUARE,NOVO TEMPO,patrimonial
ES,SANTA MARIA DE JETIBA,CORREGO DO OURO,patrimonial
ES,IUNA,TERRA CORRIDA,patrimonial
ES,SANTA LEOPOLDINA,SANTA LUCIA,patrimonial
ES,SANTA TERESA,ALTO SANTA JULIA,patrimonial
ES,MIMOSO DO SUL,PONTOES,patrimonial
ES,GUARAPARI,ELZA NADER,patrimonial
ES,NOVA VENECIA,GUARAREMA,patrimonial
ES,AGUIA BRANCA,APARECIDA,patrimonial
ES,JERONIMO MONTEIRO,VILA BRITO,patrimonial
ES,NOVA VENECIA,GUARABU,patrimonial
ES,MARATAIZES,BREJO DOS PATOS,patrimonial
ES,CONCEICAO DA BARRA,CAMPO VERDE I,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA II,patrimonial
ES,RIO BANANAL,CENTRO,patrimonial
ES,ARACRUZ,CAIEIRA VELHA,patrimonial
ES,GUACUI,TANCREDO NEVES,patrimonial
ES,SAO GABRIEL DA PALHA,PARAISO,patrimonial
ES,ITAPEMIRIM,FAZENDA VELHA,patrimonial
ES,JOAO NEIVA,CRUZEIRO,patrimonial
ES,RIO NOVO DO SUL,NOSSA SENHORA DA PENHA,patrimonial
ES,MARILANDIA,SANTA ROSA,patrimonial
ES,PIUMA,APARECIDA,patrimonial
ES,PANCAS,SEBASTIAO FURTADO,patrimonial
ES,APIACA,JOSE HENRIQUES,patrimonial
ES,VARGEM ALTA,SANTO ANTONIO,patrimonial
ES,CONCEICAO DA BARRA,MARIA MANTEIGA,patrimonial
ES,GUARAPARI,SAO JOSE,patrimonial
ES,MARILANDIA,VILA REAL,patrimonial
ES,SAO ROQUE DO CANAA,FRANCISCO TOREZANI,patrimonial
ES,IBIRACU,COHAB,patrimonial
ES,MARATAIZES,NOVA CANAA,patrimonial
ES,DOMINGOS MARTINS,LAJINHA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,GRUTA DE BAIXO,patrimonial
ES,DOMINGOS MARTINS,VILA VERDE,patrimonial
ES,PINHEIROS,DOMICIANO,patrimonial
ES,SAO GABRIEL DA PALHA,GLORIA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,UNIAO,patrimonial
ES,ATILIO VIVACQUA,SERROTE,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,CAMPO DA LEOPOLDINA,patrimonial
ES,CASTELO,LIMOEIRO,patrimonial
ES,ARACRUZ,SAO JOSE,patrimonial
ES,COLATINA,ITAPINA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,JABOTICABEIRA,patrimonial
ES,JAGUARE,CORREGO CAXIMBAU,patrimonial
ES,LARANJA DA TERRA,CRESCIUMA,patrimonial
ES,VENDA NOVA DO IMIGRANTE,ALTO VICOSINHA,patrimonial
ES,MARATAIZES,BOA VISTA,patrimonial
ES,DOMINGOS MARTINS,PARQUE ALPINO,patrimonial
ES,ANCHIETA,JUSTICA,patrimonial
ES,MONTANHA,LIMOEIRO,patrimonial
ES,MONTANHA,BRASILIA,patrimonial
ES,ALTO RIO NOVO,BOA VISTA,patrimonial
ES,ARACRUZ,CORREGO ALEGRE,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ILHA DA LUZ,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,TEIXEIRA LEITE,patrimonial
ES,BAIXO GUANDU,SATA ROSA,patrimonial
ES,GUARAPARI,TRES PRAIAS,patrimonial
ES,BOA ESPERANCA,BOAMIRA,patrimonial
ES,VARGEM ALTA,CORREGO ALTO,patrimonial
ES,PANCAS,SAO JOSE PEQUENO,patrimonial
ES,CARIACICA,SERRA DO ANIL,patrimonial
ES,ATILIO VIVACQUA,PRACA DO ORIENTE,patrimonial
ES,VARGEM ALTA,CAPIVARA,patrimonial
ES,LINHARES,PEROBAS,patrimonial
ES,IBIRACU,BOA VISTA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,MONTE CRISTAL,patrimonial
ES,SAO GABRIEL DA PALHA,SAO SEBASTIAO,patrimonial
ES,DORES DO RIO PRETO,PEDRA MENINA,patrimonial
ES,SANTA LEOPOLDINA,MEIA LEGUA,patrimonial
ES,SERRA,SAO JOAO,patrimonial
ES,PEDRO CANARIO,NOVO HORIZONTE,patrimonial
ES,SAO JOSE DO CALCADO,PEDRO IDERALDO DE LIMA,patrimonial
ES,CARIACICA,VISTA DOURADA,patrimonial
ES,IBATIBA,FLORESTA,patrimonial
ES,ICONHA,SANTA LUZIA,patrimonial
ES,ANCHIETA,ITAPEUNA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,SAO VICENTE,patrimonial
ES,MIMOSO DO SUL,VARGEM ALEGRE,patrimonial
ES,MIMOSO DO SUL,DONA AMERICA,patrimonial
ES,ARACRUZ,NOVO POLIVALENTE,patrimonial
ES,SOORETAMA,CONJUNTO DALVO LOUREIRO,patrimonial
ES,CONCEICAO DA BARRA,ANTONIO LOPEZ,patrimonial
ES,JOAO NEIVA,PIRAQUEACU,patrimonial
ES,PONTO BELO,ITAMIRA,patrimonial
ES,SANTA MARIA DE JETIBA,ALTO RECREIO,patrimonial
ES,CONCEICAO DO CASTELO,MONTE VIDEU,patrimonial
ES,MARATAIZES,IMBURI,patrimonial
ES,NOVA VENECIA,SAO FRANCISCO,patrimonial
ES,PANCAS,MONTES CLARO,patrimonial
ES,MONTANHA,BALAO,patrimonial
ES,CARIACICA,ALICE COUTINHO,patrimonial
ES,VILA PAVAO,BAIRRO_NAO_INFORMADO,patrimonial
ES,VILA VELHA,PEDRA DOS BUZIOS,patrimonial
ES,GUACUI,JOAO FERRAZ DE ARAUJO,patrimonial
ES,CASTELO,PONTAOZINHO,patrimonial
ES,JERONIMO MONTEIRO,FAZENDA VELHA,patrimonial
ES,VIANA,PEROBAS,patrimonial
ES,VARGEM ALTA,PIRAI,patrimonial
ES,COLATINA,ACAMPAMENTO,patrimonial
ES,FUNDAO,SISCHINI,patrimonial
ES,AFONSO CLAUDIO,JOSE VALIM,patrimonial
ES,ITAGUACU,ALTO SOBREIRO,patrimonial
ES,SAO GABRIEL DA PALHA,JARDIM PASSAMANI,patrimonial
ES,ARACRUZ,RIBEIRAO DO MEIO,patrimonial
ES,IBATIBA,TROCATE,patrimonial
ES,VENDA NOVA DO IMIGRANTE,SAO RAFAEL,patrimonial
ES,GUARAPARI,VARZEA NOVA,patrimonial
ES,AGUA DOCE DO NORTE,SANTO AGOSTINHO,patrimonial
ES,ITAPEMIRIM,BREJO GRANDE DO SUL,patrimonial
ES,ANCHIETA,GOEMBE,patrimonial
ES,COLATINA,BARBADOS,patrimonial
ES,GUARAPARI,AMARELINHO,patrimonial
ES,PINHEIROS,JUNDIA,patrimonial
ES,GUARAPARI,TODOS OS SANTOS,patrimonial
ES,VARGEM ALTA,TAQUARACU,patrimonial
ES,ALEGRE,SANTA ANGELICA,patrimonial
ES,BAIXO GUANDU,VILA NOVA DO BANANAL,patrimonial
ES,MANTENOPOLIS,CABECEIRA DO CORREGO MANTENINHA,patrimonial
ES,ARACRUZ,MORADA BARRA DO SAHY,patrimonial
ES,ALFREDO CHAVES,VILA NOVA DE MARAVILHA,patrimonial
ES,CASTELO,CAMPESTRE,patrimonial
ES,SANTA TERESA,CORREGO DO MANGANGA,patrimonial
ES,CONCEICAO DO CASTELO,JATOBA,patrimonial
ES,ARACRUZ,CHIC CHIC,patrimonial
ES,SOORETAMA,JOEIRANAIS,patrimonial
ES,NOVA VENECIA,BELA VISTA,patrimonial
ES,JERONIMO MONTEIRO,CAVA ROCHA,patrimonial
ES,DOMINGOS MARTINS,FAZENDA DO ESTADO,patrimonial
ES,GUACUI,BAIRRO DA PALHA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,SAO JOSE DE CANTAGALO,patrimonial
ES,LARANJA DA TERRA,CINCO PONTOES,patrimonial
ES,DOMINGOS MARTINS,PARQUE DOS NOBRES,patrimonial
ES,LINHARES,PONTAL DO OURO,patrimonial
ES,DORES DO RIO PRETO,PARADA PIMENTEL,patrimonial
ES,SAO GABRIEL DA PALHA,CORREGO DO SETE,patrimonial
ES,GOVERNADOR LINDENBERG,MOACIR AVIDOS,patrimonial
ES,ITAPEMIRIM,TAOCA,patrimonial
ES,MARILANDIA,TAQUARUCU,patrimonial
ES,SAO ROQUE DO CANAA,SAO SEBASTIAO DE SAO ROQUE,patrimonial
ES,BOA ESPERANCA,VILA TAVARES,patrimonial
ES,PRESIDENTE KENNEDY,CRIADOR,patrimonial
ES,VITORIA,FONTE GRANDE,patrimonial
ES,SAO MATEUS,RESIDENCIAL PARQUE WASHIGTON,patrimonial
ES,JOAO NEIVA,SAO CARLOS II,patrimonial
ES,ALFREDO CHAVES,SIRIBEIRA,patrimonial
ES,CARIACICA,CANGAIBA,patrimonial
ES,DOMINGOS MARTINS,RIBEIRAO CAPIXABA,patrimonial
ES,MUQUI,SAO FRANCISCO,patrimonial
ES,ECOPORANGA,VILA NOVA,patrimonial
ES,ALFREDO CHAVES,SAGRADA FAMILIA,patrimonial
ES,NOVA VENECIA,COQUEIRAL,patrimonial
ES,BARRA DE SAO FRANCISCO,BOA ESPERANCA I,patrimonial
ES,ALFREDO CHAVES,RECREIO,patrimonial
ES,JOAO NEIVA,DEMETRIO RIBEIRO,patrimonial
ES,CASTELO,MUNDO NOVO,patrimonial
ES,CASTELO,PATRIMONIO DO OURO,patrimonial
ES,FUNDAO,AGRIN CORREIA DA VITORIA,patrimonial
ES,GUACUI,CID MOREIRA,patrimonial
ES,SANTA LEOPOLDINA,REGENCIA,patrimonial
ES,ALTO RIO NOVO,SANTA BARBARA II,patrimonial
ES,JERONIMO MONTEIRO,VILA CRUZEIRO,patrimonial
ES,DIVINO DE SAO LOURENCO,AMARELO,patrimonial
ES,BARRA DE SAO FRANCISCO,FAZENDA PALMEIRA,patrimonial
ES,NOVA VENECIA,CORREGO DA PEDRA,patrimonial
ES,IBATIBA,PEROBA,patrimonial
ES,MONTANHA,ALCEBIADES OLIVEIRA,patrimonial
ES,ANCHIETA,ALTO PONGAL,patrimonial
ES,COLATINA,SANTA CECILIA,patrimonial
ES,JAGUARE,GORETE,patrimonial
ES,SANTA TERESA,LOMBARDIA,patrimonial
ES,COLATINA,SAO JOAO PEQUENO,patrimonial
ES,MANTENOPOLIS,BELA VISTA,patrimonial
ES,FUNDAO,TRES BARRAS,patrimonial
ES,VIANA,SANTO AGOSTINHO,patrimonial
ES,RIO BANANAL,CORREGO CAPIVARA,patrimonial
ES,SERRA,PARQUE RESIDENCIAL NOVA ALMEIDA,patrimonial
ES,LINHARES,HUMAITA,patrimonial
ES,JAGUARE,SAO BRAS,patrimonial
ES,MARILANDIA,ALEGRIA,patrimonial
ES,MUNIZ FREIRE,CACHOEIRINHA,patrimonial
ES,VITORIA,PARQUE INDUSTRIAL,patrimonial
ES,JERONIMO MONTEIRO,RANCHARIA,patrimonial
ES,VILA PAVAO,CORREGO MUTUM,patrimonial
ES,PANCAS,CORREGO PALMITAL,patrimonial
ES,COLATINA,ANGELO FRECHIANI,patrimonial
ES,ARACRUZ,RIACHO,patrimonial
ES,ALFREDO CHAVES,APARECIDA,patrimonial
ES,SERRA,CIDADE NOVA DA SERRA,patrimonial
ES,CONCEICAO DO CASTELO,TAQUARUCU,patrimonial
ES,MARECHAL FLORIANO,ALTO MARECHAL,patrimonial
ES,SAO MATEUS,SANTA TEREZA,patrimonial
ES,PRESIDENTE KENNEDY,DOIS CORACOES,patrimonial
ES,IBATIBA,FLORESTA I,patrimonial
ES,CONCEICAO DO CASTELO,SANTA LUZIA,patrimonial
ES,IRUPI,SAO JOSE,patrimonial
ES,ANCHIETA,ARERA,patrimonial
ES,RIO NOVO DO SUL,PAU DALHO,patrimonial
ES,IUNA,SANTA CLARA DE BAIXO,patrimonial
ES,SERRA,JARDIM DA SERRA,patrimonial
ES,ICONHA,DUAS BARRAS,patrimonial
ES,FUNDAO,SANTO ANTONIO,patrimonial
ES,PINHEIROS,RESIDENCIAL PINHEIROS,patrimonial
ES,NOVA VENECIA,NOSSA SENHORA DE FATIMA,patrimonial
ES,CASTELO,MONTE PIO,patrimonial
ES,ITAGUACU,LIRIO DO CAMPO,patrimonial
ES,MARILANDIA,PRATA,patrimonial
ES,ICONHA,INHAUMA,patrimonial
ES,AGUA DOCE DO NORTE,PRATINHA,patrimonial
ES,CONCEICAO DA BARRA,VILA OPERARIA,patrimonial
ES,PEDRO CANARIO,COLINA,patrimonial
ES,SAO DOMINGOS DO NORTE,OCTAVIO BONAPARTE,patrimonial
ES,IBITIRAMA,SANTA MARTA,patrimonial
ES,VILA PAVAO,NOVA MUNIQUE,patrimonial
ES,VIANA,VALE DO SOL,patrimonial
ES,MUNIZ FREIRE,ALTO NORTE,patrimonial
ES,LINHARES,BAGUEIRA,patrimonial
ES,ICONHA,JARDIM DA ILHA,patrimonial
ES,SERRA,PRAIA BELA,patrimonial
ES,MARATAIZES,FATIMA,patrimonial
ES,IUNA,SOCORRO,patrimonial
ES,NOVA VENECIA,SANTA ROSA,patrimonial
ES,BOM JESUS DO NORTE,BELVEDERE,patrimonial
ES,MIMOSO DO SUL,MANGUEIRA,patrimonial
ES,ARACRUZ,COHAB III,patrimonial
ES,CARIACICA,SANTA CATARINA,patrimonial
ES,MUCURICI,BAIRRO_NAO_INFORMADO,patrimonial
ES,SANTA MARIA DE JETIBA,RIO DAS PEDRAS,patrimonial
ES,VARGEM ALTA,PARAISO,patrimonial
ES,GUARAPARI,RIO GRANDE,patrimonial
ES,JOAO NEIVA,BAIRRO DE FATIMA,patrimonial
ES,PIUMA,LAGO AZUL,patrimonial
ES,JERONIMO MONTEIRO,BARRA LIMPA,patrimonial
ES,AGUIA BRANCA,EBENEZE,patrimonial
ES,VIANA,REAL CAFE,patrimonial
ES,NOVA VENECIA,PEDRA GRANDE,patrimonial
ES,SOORETAMA,SANTA LUZIA,patrimonial
ES,SAO DOMINGOS DO NORTE,NITEROI,patrimonial
ES,VILA VALERIO,SAO JORGE DA BARRA SECA,patrimonial
ES,MANTENOPOLIS,SAO JOSE DE MANTENOPOLIS,patrimonial
ES,BREJETUBA,VARGEM GRANDE,patrimonial
ES,PANCAS,NOSSA SENHORA APARECIDA,patrimonial
ES,PINHEIROS,VILA VERDE,patrimonial
ES,AGUIA BRANCA,CORREGO JABUTICABA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ALTO GIRONDA,patrimonial
ES,SANTA LEOPOLDINA,RIBEIRAO LIMPO,patrimonial
ES,COLATINA,BARRACAO DE BAUNILHA,patrimonial
ES,SOORETAMA,VALE DO SOL,patrimonial
ES,ATILIO VIVACQUA,CORREGO DA FAMA,patrimonial
ES,COLATINA,LIMAO,patrimonial
ES,AFONSO CLAUDIO,SAO FRANCISCO,patrimonial
ES,BARRA DE SAO FRANCISCO,MONTE SENIR,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,RETIRO,patrimonial
ES,LARANJA DA TERRA,RIBEIRAO,patrimonial
ES,VENDA NOVA DO IMIGRANTE,VILA SAO MIGUEL,patrimonial
ES,PINHEIROS,GALILEIA,patrimonial
ES,AGUIA BRANCA,BARRA DA JABUTICABA,patrimonial
ES,AGUA DOCE DO NORTE,SANTA LUZIA DO CORREGO AZUL,patrimonial
ES,SAO MATEUS,FORNO VELHO,patrimonial
ES,MARILANDIA,JEQUITIBA,patrimonial
ES,RIO NOVO DO SUL,SAO JOSE,patrimonial
ES,GOVERNADOR LINDENBERG,SAO JOAO,patrimonial
ES,JOAO NEIVA,RIBEIRAO DE CIMA,patrimonial
ES,SANTA LEOPOLDINA,CHAVES,patrimonial
ES,GUARAPARI,TARTARUGA,patrimonial
ES,IUNA,BOA SORTE I,patrimonial
ES,ITARANA,SANTA TEREZINHA,patrimonial
ES,GUACUI,VILA DOS PROFESSORES,patrimonial
ES,MARATAIZES,NOVA MARATAIZES,patrimonial
ES,AFONSO CLAUDIO,JOAO VALIM,patrimonial
ES,SAO MATEUS,JAMBEIRO,patrimonial
ES,BREJETUBA,CORREGO GRANDE,patrimonial
ES,MARILANDIA,GERMANO,patrimonial
ES,PEDRO CANARIO,EXPLANADA,patrimonial
ES,BOM JESUS DO NORTE,LOTEAMENTO GRANDE VITORIA,patrimonial
ES,SAO DOMINGOS DO NORTE,CORREGO NEGRO,patrimonial
ES,RIO BANANAL,PANORAMA,patrimonial
ES,BARRA DE SAO FRANCISCO,BARBOSA,patrimonial
ES,SAO MATEUS,NOVA ERA,patrimonial
ES,BOM JESUS DO NORTE,MORRO DO MACARIO,patrimonial
ES,SAO MATEUS,SANTA TEREZINHA,patrimonial
ES,IBATIBA,BELA VISTA,patrimonial
ES,ANCHIETA,ITAPERORONA BAIXA,patrimonial
ES,ARACRUZ,PRAIA SAUE,patrimonial
ES,COLATINA,FRANCISCO SIMONASSI,patrimonial
ES,BREJETUBA,SAPATO,patrimonial
ES,IUNA,POUSO ALTO,patrimonial
ES,ARACRUZ,CORREGO DO INDIO,patrimonial
ES,BARRA DE SAO FRANCISCO,CORREGO AVENTUREIRO,patrimonial
ES,JOAO NEIVA,CAVALINHO,patrimonial
ES,SAO MATEUS,MORADA DO LAGO,patrimonial
ES,SANTA LEOPOLDINA,RIO DO MEIO,patrimonial
ES,FUNDAO,ENSEADA DAS GARCAS,patrimonial
ES,SOORETAMA,BARRA DO CHUMBADO,patrimonial
ES,SAO MATEUS,CORREGO DA AREIA,patrimonial
ES,ARACRUZ,SANTA LUZIA,patrimonial
ES,CASTELO,BELA VISTA,patrimonial
ES,VARGEM ALTA,RICHMOND,patrimonial
ES,DOMINGOS MARTINS,MELGACO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,TIMBO,patrimonial
ES,MUNIZ FREIRE,SAO VICENTE DE PAULA,patrimonial
ES,VILA VALERIO,PARAJU,patrimonial
ES,ITAGUACU,SANTA FE,patrimonial
ES,AFONSO CLAUDIO,LENI ALVES DE LIMA,patrimonial
ES,MARATAIZES,SACO DOS CACOES,patrimonial
ES,IBATIBA,LACERDA SODRE DE ASSIS,patrimonial
ES,ITAPEMIRIM,RIO MUQUI,patrimonial
ES,MUCURICI,CENTRO,patrimonial
ES,IBIRACU,VALADA MAFFEI,patrimonial
ES,VILA PAVAO,CORREGO GRANDE,patrimonial
ES,PRESIDENTE KENNEDY,GOROMOGO,patrimonial
ES,DOMINGOS MARTINS,SAO BENTO DO CHAPEU,patrimonial
ES,IBATIBA,PONTAL,patrimonial
ES,JOAO NEIVA,TRIANGULO,patrimonial
ES,PANCAS,CORREGO BANZE,patrimonial
ES,RIO BANANAL,SANTA RITA,patrimonial
ES,ALTO RIO NOVO,SAO PEDRO,patrimonial
ES,VIANA,TREZE DE MAIO,patrimonial
ES,AFONSO CLAUDIO,ITAPUA,patrimonial
ES,ATILIO VIVACQUA,INDEPENDENCIA,patrimonial
ES,CONCEICAO DA BARRA,QUILOMBO NOVO,patrimonial
ES,ITARANA,BARRA DO LIMEIRO,patrimonial
ES,ATILIO VIVACQUA,SANTA TEREZA,patrimonial
ES,AFONSO CLAUDIO,EMPOSSADO,patrimonial
ES,CONCEICAO DA BARRA,BUGIA,patrimonial
ES,PANCAS,CORREGO ESPINHO,patrimonial
ES,RIO NOVO DO SUL,SANTO ANTONIO,patrimonial
ES,SAO GABRIEL DA PALHA,MIRANTE,patrimonial
ES,JERONIMO MONTEIRO,PARANA,patrimonial
ES,RIO NOVO DO SUL,CACHOEIRINHA,patrimonial
ES,SANTA TERESA,CORREGO FRIO,patrimonial
ES,GUARAPARI,BUENOS AIRES,patrimonial
ES,PEDRO CANARIO,VISTA ALEGRE,patrimonial
ES,SANTA TERESA,TABOCAS,patrimonial
ES,IRUPI,SANTA ROSA,patrimonial
ES,GUARAPARI,BARRO BRANCO,patrimonial
ES,ALFREDO CHAVES,URANIA,patrimonial
ES,BOA ESPERANCA,ILMO COVRE,patrimonial
ES,CONCEICAO DO CASTELO,MAO FORTE QUENTE,patrimonial
ES,DIVINO DE SAO LOURENCO,CENTRO,patrimonial
ES,APIACA,BATATAL,patrimonial
ES,PRESIDENTE KENNEDY,SANTA LUCIA,patrimonial
ES,NOVA VENECIA,CORREGO DO LIMAO,patrimonial
ES,RIO NOVO DO SUL,SAO FRANCISCO,patrimonial
ES,SERRA,JARDIM PRIMAVERA,patrimonial
ES,JOAO NEIVA,BARRA DO TRIUNFO,patrimonial
ES,CONCEICAO DO CASTELO,PEDRO RIGO,patrimonial
ES,IRUPI,BOM DESTINO,patrimonial
ES,GOVERNADOR LINDENBERG,NOVA BRASILIA,patrimonial
ES,DOMINGOS MARTINS,PARQUE DA MONTANHA,patrimonial
ES,ALFREDO CHAVES,ARAPONGA,patrimonial
ES,MARILANDIA,SEIS HORAS,patrimonial
ES,BARRA DE SAO FRANCISCO,CORREGO SAO JOAO,patrimonial
ES,MUNIZ FREIRE,GUARIBU,patrimonial
ES,ITAPEMIRIM,SAO JOSE DO FRADE,patrimonial
ES,RIO BANANAL,CORREGO PRIMAVERA,patrimonial
ES,BOM JESUS DO NORTE,LOTEAMENTO DONA LEA,patrimonial
ES,BARRA DE SAO FRANCISCO,CORREGO SAO PAULO,patrimonial
ES,BAIXO GUANDU,IBITUBA,patrimonial
ES,SAO ROQUE DO CANAA,SAO BENTO,patrimonial
ES,FUNDAO,MIRANTE DA PRAIA,patrimonial
ES,RIO BANANAL,SAO JOAO DO TIRADENTES,patrimonial
ES,JOAO NEIVA,MONTE LIBANO,patrimonial
ES,PANCAS,VARGEM ALEGRE,patrimonial
ES,SAO MATEUS,VITORIA,patrimonial
ES,CARIACICA,SAO GONCALO,patrimonial
ES,IBATIBA,SANTA ISABEL,patrimonial
ES,CASTELO,JABUTICABEIRA,patrimonial
ES,ALTO RIO NOVO,AGUA LIMPA,patrimonial
ES,LARANJA DA TERRA,RECANTO DOS POETAS,patrimonial
ES,CASTELO,SANTA BARBARA,patrimonial
ES,CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,patrimonial
ES,MUNIZ FREIRE,SANTO AMARO,patrimonial
ES,MUQUI,BABILONIA,patrimonial
ES,GOVERNADOR LINDENBERG,BELA VISTA,patrimonial
ES,SANTA TERESA,SAO LOURENCO,patrimonial
ES,CONCEICAO DO CASTELO,SAO JOSE DA BELA VISTA,patrimonial
ES,MARECHAL FLORIANO,ALTO RIO FUNDO,patrimonial
ES,VILA PAVAO,LEOPOLDINA,patrimonial
ES,MIMOSO DO SUL,BELA AURORA,patrimonial
ES,AFONSO CLAUDIO,JOAO DUARTE MANSO,patrimonial
ES,SAO MATEUS,RIBEIRAO,patrimonial
ES,SAO MATEUS,LIBERDADE,patrimonial
ES,MARILANDIA,VISTA BELA,patrimonial
ES,AFONSO CLAUDIO,SERRA PELADA,patrimonial
ES,FUNDAO,OZEIAS,patrimonial
ES,BAIXO GUANDU,ALTO GUANDU,patrimonial
ES,ITAGUACU,ITACU,patrimonial
ES,DOMINGOS MARTINS,ALTO JUCU,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,COUTINHO,patrimonial
ES,GOVERNADOR LINDENBERG,RIO BONITO,patrimonial
ES,AFONSO CLAUDIO,JOAO SOARES,patrimonial
ES,PINHEIROS,BRUNELLI,patrimonial
ES,CARIACICA,VILA CAJUEIRO,patrimonial
ES,JAGUARE,BARRA SECA,patrimonial
ES,NOVA VENECIA,SAO GONCALO,patrimonial
ES,ICONHA,MONTE BELO,patrimonial
ES,ALFREDO CHAVES,CAROLINA,patrimonial
ES,ARACRUZ,PUTIRI,patrimonial
ES,AFONSO CLAUDIO,RANCHARIA,patrimonial
ES,CARIACICA,PORTO ENGENHO,patrimonial
ES,ALEGRE,PLACA,patrimonial
ES,LARANJA DA TERRA,LARANJINHA,patrimonial
ES,MARILANDIA,SAO MARCOS,patrimonial
ES,BARRA DE SAO FRANCISCO,ITAPERUNA,patrimonial
ES,SANTA LEOPOLDINA,RETIRO,patrimonial
ES,PRESIDENTE KENNEDY,PRAIA DAS NEVES,patrimonial
ES,VILA PAVAO,CORREGO SOCORRO,patrimonial
ES,AFONSO CLAUDIO,ALTO GUANDU,patrimonial
ES,GUARAPARI,BAIA NOVA,patrimonial
ES,GUARAPARI,ACAMPAMENTO DOS ADVENTISTAS,patrimonial
ES,IBATIBA,SANTA MARIA DE BAIXO,patrimonial
ES,MIMOSO DO SUL,RANCHO ALEGRE,patrimonial
