data_fato,hora_fato,grupo_incidente,tipo_incidente,uf,idade,genero,cor,municipio,bairro,tipo_local,fonte_dados,categoria_macro,ano,mes,mes_nome,data_mes,dia_da_semana_num,dia_da_semana,fim_de_semana,hora_num,periodo_dia,faixa_etaria
2025-08-06,20:50,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,47.0,1 - MASCULINO,NEGRA,CARIACICA,ITANGUA,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,2.0,QUA,False,20,NOITE,45_54
2025-08-06,12:12,CRIMES CONTRA A PESSOA,FEMINICÍDIO,ES,64.0,2 - FEMININO,BRANCA,SAO JOSE DO CALCADO,ZONA RURAL,DOMICÍLIO,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,2.0,QUA,False,12,TARDE,55_64
2025-08-07,04:09,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,54.0,1 - MASCULINO,PARDA,MONTANHA,TRINTA DE MAIO,DOMICÍLIO,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,3.0,QUI,False,4,MADRUGADA,45_54
2025-08-08,11:30,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,18.0,1 - MASCULINO,PARDA,SERRA,BAIRRO DAS LARANJEIRAS,ESTABELECIMENTO DE SAÚDE,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,4.0,SEX,False,11,MANHA,18_24
2025-08-08,11:06,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,19.0,1 - MASCULINO,PARDA,BAIXO GUANDU,SAO VICENTE,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,4.0,SEX,False,11,MANHA,18_24
2025-08-08,04:59,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,37.0,1 - MASCULINO,PARDA,GOVERNADOR LINDENBERG,NOVO BRASIL,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,4.0,SEX,False,4,MADRUGADA,35_44
2025-08-08,02:28,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,33.0,1 - MASCULINO,NEGRA,VIANA,MORADA DE VILA BETHANIA,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,4.0,SEX,False,2,MADRUGADA,25_34
2025-08-09,18:25,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,NEGRA,VITORIA,GOIABEIRAS,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,18,NOITE,18_24
2025-08-09,12:36,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,15.0,2 - FEMININO,PARDA,VILA VELHA,PRIMEIRO DE MAIO,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,12,TARDE,15_17
2025-08-09,15:07,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,31.0,2 - FEMININO,NEGRA,VILA VELHA,PRIMEIRO DE MAIO,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,15,TARDE,25_34
2025-08-09,10:06,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,43.0,1 - MASCULINO,PARDA,FUNDAO,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,10,MANHA,35_44
2025-08-09,07:08,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,45.0,1 - MASCULINO,PARDA,VIANA,CAMPO VERDE,DOMICÍLIO,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,5.0,SAB,True,7,MANHA,45_54
2025-08-10,20:39,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,40.0,1 - MASCULINO,PARDA,VILA VELHA,DIVINO ESPIRITO SANTO,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,6.0,DOM,True,20,NOITE,35_44
2025-08-10,17:28,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,44.0,1 - MASCULINO,NEGRA,SERRA,JARDIM CARAPINA,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,6.0,DOM,True,17,TARDE,35_44
2025-08-10,02:34,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,31.0,1 - MASCULINO,PARDA,AGUIA BRANCA,CORREGO BOA VISTA DO ROCHEDO,DOMICÍLIO,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,6.0,DOM,True,2,MADRUGADA,25_34
2025-08-11,08:40,CRIMES CONTRA A PESSOA,FEMINICÍDIO,ES,27.0,2 - FEMININO,BRANCA,SERRA,VISTA DA SERRA I,DOMICÍLIO,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,0.0,SEG,False,8,MANHA,25_34
2025-08-11,20:20,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,62.0,1 - MASCULINO,NEGRA,CARIACICA,SANTO ANDRE,DOMICÍLIO,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,0.0,SEG,False,20,NOITE,55_64
2025-08-12,15:55,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,26.0,1 - MASCULINO,NEGRA,ARACRUZ,VILA DO RIACHO,VIA PÚBLICA,homicidios,violencia_social,2025.0,8.0,AGO,2025-08-01,1.0,TER,False,15,TARDE,25_34
2025-09-01,00:36,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,37.0,1 - MASCULINO,PARDA,SERRA,NOVA CARAPINA I,DOMICÍLIO,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,0.0,SEG,False,0,MADRUGADA,35_44
2025-09-04,20:40,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,41.0,1 - MASCULINO,NEGRA,CARIACICA,NOVA ROSA DA PENHA,DOMICÍLIO,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,3.0,QUI,False,20,NOITE,35_44
2025-09-06,22:16,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,46.0,1 - MASCULINO,PARDA,LINHARES,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,5.0,SAB,True,22,NOITE,45_54
2025-09-06,07:28,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,50.0,1 - MASCULINO,AMARELA,PIUMA,CEU AZUL,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,5.0,SAB,True,7,MANHA,45_54
2025-09-06,02:29,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,38.0,1 - MASCULINO,PARDA,SERRA,VILA NOVA DE COLARES,DOMICÍLIO,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,5.0,SAB,True,2,MADRUGADA,35_44
2025-09-07,20:39,CRIMES CONTRA A PESSOA,FEMINICÍDIO,ES,43.0,2 - FEMININO,PARDA,CARIACICA,BUBU,DOMICÍLIO,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,6.0,DOM,True,20,NOITE,35_44
2025-09-07,20:28,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,41.0,1 - MASCULINO,BRANCA,BARRA DE SAO FRANCISCO,CAMPO NOVO,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,6.0,DOM,True,20,NOITE,35_44
2025-09-07,04:08,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,44.0,1 - MASCULINO,BRANCA,SERRA,SERRA DOURADA II,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,6.0,DOM,True,4,MADRUGADA,35_44
2025-09-07,01:44,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,22.0,1 - MASCULINO,BRANCA,SAO GABRIEL DA PALHA,CACHOEIRA DA ONCA,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,6.0,DOM,True,1,MADRUGADA,18_24
2025-09-07,00:34,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,23.0,1 - MASCULINO,PARDA,VITORIA,REDENCAO,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,6.0,DOM,True,0,MADRUGADA,18_24
2025-09-08,21:26,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,25.0,1 - MASCULINO,PARDA,NOVA VENECIA,SANTO ANTONI DO QUINZE,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,0.0,SEG,False,21,NOITE,25_34
2025-09-08,20:35,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,48.0,1 - MASCULINO,NEGRA,IUNA,ZONA RURAL,DOMICÍLIO,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,0.0,SEG,False,20,NOITE,45_54
2025-09-08,12:27,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,PARDA,CARIACICA,TUCUM,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,0.0,SEG,False,12,TARDE,18_24
2025-09-08,12:27,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,27.0,2 - FEMININO,PARDA,CARIACICA,TUCUM,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,0.0,SEG,False,12,TARDE,25_34
2025-09-08,09:18,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,37.0,1 - MASCULINO,PARDA,CARIACICA,CARIACICA SEDE,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,0.0,SEG,False,9,MANHA,35_44
2025-09-08,08:25,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,42.0,1 - MASCULINO,PARDA,RIO BANANAL,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,0.0,SEG,False,8,MANHA,35_44
2025-09-09,13:19,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,32.0,1 - MASCULINO,PARDA,SERRA,ZONA RURAL,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,1.0,TER,False,13,TARDE,25_34
2025-09-10,22:11,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,25.0,1 - MASCULINO,PARDA,GUARAPARI,BELA VISTA,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,2.0,QUA,False,22,NOITE,25_34
2025-09-11,22:33,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,30.0,1 - MASCULINO,PARDA,SERRA,BALNEARIO DE CARAPEBUS,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,3.0,QUI,False,22,NOITE,25_34
2025-09-11,16:38,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,36.0,1 - MASCULINO,NEGRA,VIANA,AREINHA,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,3.0,QUI,False,16,TARDE,35_44
2025-09-12,10:16,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,27.0,1 - MASCULINO,PARDA,SAO MATEUS,SANTA MARIA,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,4.0,SEX,False,10,MANHA,25_34
2025-09-12,08:00,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,49.0,1 - MASCULINO,PARDA,CONCEICAO DO CASTELO,FORMOSA,VIA PÚBLICA,homicidios,violencia_social,2025.0,9.0,SET,2025-09-01,4.0,SEX,False,8,MANHA,45_54
2025-10-01,11:27,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,31.0,1 - MASCULINO,PARDA,VILA VELHA,ALECRIM,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,2.0,QUA,False,11,MANHA,25_34
2025-10-01,00:51,CRIMES CONTRA A PESSOA,FEMINICÍDIO,ES,29.0,2 - FEMININO,PARDA,RIO BANANAL,ZONA RURAL,DOMICÍLIO,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,2.0,QUA,False,0,MADRUGADA,25_34
2025-10-02,20:48,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,25.0,1 - MASCULINO,PARDA,CARIACICA,GRAUNA,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,3.0,QUI,False,20,NOITE,25_34
2025-10-02,20:29,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,19.0,1 - MASCULINO,PARDA,LINHARES,AVISO,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,3.0,QUI,False,20,NOITE,18_24
2025-10-03,05:13,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,36.0,1 - MASCULINO,PARDA,VIANA,MORADA DE VILA BETHANIA,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,4.0,SEX,False,5,MADRUGADA,35_44
2025-10-03,04:04,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,28.0,1 - MASCULINO,PARDA,VILA VELHA,JARDIM MARILANDIA,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,4.0,SEX,False,4,MADRUGADA,25_34
2025-10-04,22:01,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,29.0,1 - MASCULINO,NEGRA,LINHARES,SANTA CRUZ,ESTABELECIMENTO COMERCIAL,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,22,NOITE,25_34
2025-10-04,20:09,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,36.0,1 - MASCULINO,PARDA,GUARAPARI,PEROCAO,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,20,NOITE,35_44
2025-10-04,19:33,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,25.0,1 - MASCULINO,BRANCA,SANTA MARIA DE JETIBA,SAO LUIS,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,19,NOITE,25_34
2025-10-04,15:52,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,41.0,1 - MASCULINO,PARDA,ARACRUZ,VILA DO RIACHO,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,15,TARDE,35_44
2025-10-04,06:26,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,23.0,1 - MASCULINO,PARDA,CARIACICA,PORTO BELO,TERRENO BALDIO / CONSTRUÇÃO / MATA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,6,MANHA,18_24
2025-10-05,18:26,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,48.0,1 - MASCULINO,BRANCA,SERRA,SERRA DOURADA II,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,18,NOITE,45_54
2025-10-05,05:41,CRIMES CONTRA A PESSOA,FEMINICÍDIO,ES,20.0,2 - FEMININO,PARDA,CARIACICA,ROSA DA PENHA,DOMICÍLIO,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,5,MADRUGADA,18_24
2025-10-05,04:04,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,49.0,1 - MASCULINO,PARDA,VILA VELHA,JARDIM MARILANDIA,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,4,MADRUGADA,45_54
2025-10-06,03:53,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,24.0,1 - MASCULINO,PARDA,MARILANDIA,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,0.0,SEG,False,3,MADRUGADA,18_24
2025-10-07,18:33,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,26.0,1 - MASCULINO,PARDA,ANCHIETA,ZONA RURAL,DOMICÍLIO,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,1.0,TER,False,18,NOITE,25_34
2025-10-08,21:44,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,39.0,1 - MASCULINO,PARDA,JAGUARE,VARGEM GRANDE,DOMICÍLIO,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,2.0,QUA,False,21,NOITE,35_44
2025-10-08,06:11,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,47.0,1 - MASCULINO,PARDA,VILA VELHA,PRAIA DAS GAIVOTAS,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,2.0,QUA,False,6,MANHA,45_54
2025-10-10,19:52,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,34.0,1 - MASCULINO,BRANCA,VENDA NOVA DO IMIGRANTE,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,4.0,SEX,False,19,NOITE,25_34
2025-10-10,12:16,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,49.0,1 - MASCULINO,BRANCA,IBITIRAMA,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,4.0,SEX,False,12,TARDE,45_54
2025-10-10,08:48,CRIMES CONTRA A PESSOA,FEMINICÍDIO,ES,80.0,2 - FEMININO,BRANCA,GUARAPARI,SANTA MONICA,DOMICÍLIO,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,4.0,SEX,False,8,MANHA,65_PLUS
2025-10-10,03:02,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,29.0,1 - MASCULINO,PARDA,VILA VELHA,RESIDENCIAL JABAETE,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,4.0,SEX,False,3,MADRUGADA,25_34
2025-10-11,23:31,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,21.0,1 - MASCULINO,PARDA,PINHEIROS,VILA NOVA,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,23,NOITE,18_24
2025-10-11,21:43,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,27.0,1 - MASCULINO,PARDA,VIANA,IPANEMA,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,21,NOITE,25_34
2025-10-11,07:02,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,27.0,1 - MASCULINO,PARDA,CARIACICA,SANTA LUZIA,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,7,MANHA,25_34
2025-10-11,00:33,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,33.0,1 - MASCULINO,NEGRA,CONCEICAO DA BARRA,SAO JORGE,DOMICÍLIO,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,5.0,SAB,True,0,MADRUGADA,25_34
2025-10-12,19:02,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,42.0,1 - MASCULINO,PARDA,COLATINA,AYRTON SENNA,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,19,NOITE,35_44
2025-10-12,10:43,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,33.0,1 - MASCULINO,PARDA,VILA VELHA,BOA VISTA I,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,10,MANHA,25_34
2025-10-12,02:39,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,20.0,1 - MASCULINO,PARDA,MONTANHA,ZONA RURAL,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,2,MADRUGADA,18_24
2025-10-12,01:22,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,32.0,1 - MASCULINO,BRANCA,IRUPI,ZONA RURAL,DOMICÍLIO,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,1,MADRUGADA,25_34
2025-10-12,00:56,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,22.0,1 - MASCULINO,PARDA,VILA VELHA,SANTA RITA,PRAÇA / PARQUES / ÁREA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,0,MADRUGADA,18_24
2025-10-12,00:01,CRIMES CONTRA A PESSOA,HOMICÍDIO DOLOSO,ES,42.0,1 - MASCULINO,PREJUDICADO,VARGEM ALTA,CENTRO,VIA PÚBLICA,homicidios,violencia_social,2025.0,10.0,OUT,2025-10-01,6.0,DOM,True,0,MADRUGADA,35_44
