data_fato,hora_fato,tipo_boletim,tipo_envolvimento,idade,sexo,cutis,cod_incidente,grupo_incidente,tipo_incidente,uf,municipio,bairro,tipo_local,fonte_dados,categoria_macro,ano,mes,mes_nome,data_mes,dia_da_semana_num,dia_da_semana,fim_de_semana,hora_num,periodo_dia,faixa_etaria
2025-01-01,07:25:00,BABU,VITIMA,20.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,7.0,MANHA,18_24
2025-01-01,01:05:00,BABU,VITIMA,21.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,FUNDAO,ZONA RURAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,1.0,MADRUGADA,18_24
2025-01-01,00:00:00,BU,VITIMA,21.0,S/I,INDETERMINADA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,BARRA DE SAO FRANCISCO,JABUTICABA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,0.0,MADRUGADA,18_24
2025-01-01,18:00:00,BU,VITIMA,21.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,SERRA,CARAPINA GRANDE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,18.0,NOITE,18_24
2025-01-01,Indeterminada,BU,VITIMA,22.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,JOAO NEIVA,OUTRO LOCAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,,18_24
2025-01-01,23:02:00,BABU,VITIMA,22.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,COLATINA,COLATINA VELHA,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,23.0,NOITE,18_24
2025-01-01,Indeterminada,BU,VITIMA,22.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,GUARAPARI,ADALBERTO SIMAO NADER,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,,18_24
2025-01-01,20:00:00,BU,VITIMA,22.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VENDA NOVA DO IMIGRANTE,OUTRO LOCAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,20.0,NOITE,18_24
2025-01-01,16:30:00,BU,VITIMA,22.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BAIXO GUANDU,SAO PEDRO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,16.0,TARDE,18_24
2025-01-01,04:42:00,BABU,VITIMA,23.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,MARECHAL FLORIANO,CENTRO,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,4.0,MADRUGADA,18_24
2025-01-01,06:00:00,BU,VITIMA,23.0,FEMININO,NEGRA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,DIVINO ESPIRITO SANTO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,6.0,MANHA,18_24
2025-01-01,13:48:00,BABU,VITIMA,24.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CARIACICA,CARIACICA SEDE,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,13.0,TARDE,18_24
2025-01-01,20:49:00,BABU,VITIMA,24.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CARIACICA,PRESIDENTE MEDICE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,20.0,NOITE,18_24
2025-01-01,19:15:00,BABU,VITIMA,24.0,MASCULINO,INDETERMINADA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,GUARAPARI,PRAIA DO MORRO,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,19.0,NOITE,18_24
2025-01-01,10:00:00,BU,VITIMA,24.0,FEMININO,PARDA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,VILA VELHA,ALVORADA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,10.0,MANHA,18_24
2025-01-01,01:06:00,BABU,VITIMA,25.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,1.0,MADRUGADA,25_34
2025-01-01,17:33:00,BABU,VITIMA,25.0,FEMININO,INDETERMINADA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BOA ESPERANCA,NOVA CIDADE,REPARTICAO PUBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,17.0,TARDE,25_34
2025-01-01,00:01:00,BU,VITIMA,26.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,VILA VELHA,ATAIDE,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,0.0,MADRUGADA,25_34
2025-01-01,10:32:00,BABU,VITIMA,26.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ARACRUZ,JACUPEMBA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,10.0,MANHA,25_34
2025-01-01,17:04:00,BABU,VITIMA,26.0,MASCULINO,NEGRA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,MUNIZ FREIRE,CENTRO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,17.0,TARDE,25_34
2025-01-01,19:00:00,BU,VITIMA,26.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VIANA,ARLINDO ANGELO VILLASCHI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,19.0,NOITE,25_34
2025-01-01,21:20:00,BU,VITIMA,26.0,FEMININO,PARDA,H01B,CONTRAVENÇÕES,CONTRAVENÇÕES: VIAS DE FATO: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,BARCELONA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,21.0,NOITE,25_34
2025-01-01,23:30:00,BU,VITIMA,26.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,NOSSA SENHORA DA CONCEICAO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,23.0,NOITE,25_34
2025-01-01,01:00:00,BU,VITIMA,26.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,BAIXO GUANDU,OUTRO LOCAL,AMBIENTE WEB,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,1.0,MADRUGADA,25_34
2025-01-01,18:51:00,BABU,VITIMA,28.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,IUNA,CENTRO,HOSPITAL,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,18.0,NOITE,25_34
2025-01-01,Indeterminada,BU,VITIMA,28.0,FEMININO,NEGRA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,SANTANA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,,25_34
2025-01-01,00:19:00,BABU,VITIMA,29.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,ZUMBI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,0.0,MADRUGADA,25_34
2025-01-01,03:00:00,BU,VITIMA,29.0,FEMININO,PARDA,A02B1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: TENTATIVA DE HOMICÍDIO: POR ARMA BRANCA: CONTRA MULHER - LEI MARIA PENHA,ES,VILA VELHA,SOTECO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,3.0,MADRUGADA,25_34
2025-01-01,06:30:00,BU,VITIMA,29.0,FEMININO,PARDA,A07F,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,MARIA ORTIZ,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,6.0,MANHA,25_34
2025-01-01,03:30:00,BU,VITIMA,29.0,FEMININO,AMARELA,A07F,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,PORTO NOVO,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,3.0,MADRUGADA,25_34
2025-01-01,05:18:00,BABU,VITIMA,30.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,COLATINA,SAO SILVANO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,5.0,MADRUGADA,25_34
2025-01-01,08:03:00,BABU,VITIMA,30.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,COLATINA,VICENTE SOELA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,8.0,MANHA,25_34
2025-01-01,11:20:00,BABU,VITIMA,30.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ANCHIETA,PRAIA DE GUANABARA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,11.0,MANHA,25_34
2025-01-01,12:50:00,BU,VITIMA,30.0,FEMININO,PARDA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,VITORIA,SAO PEDRO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,12.0,TARDE,25_34
2025-01-01,00:27:00,BABU,VITIMA,31.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ECOPORANGA,CENTRO,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,0.0,MADRUGADA,25_34
2025-01-01,16:33:00,BABU,VITIMA,31.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BARRA DE SAO FRANCISCO,ZONA RURAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,16.0,TARDE,25_34
2025-01-01,05:52:00,BU,VITIMA,31.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ALFREDO CHAVES,IBITIRUI,AMBIENTE WEB,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,5.0,MADRUGADA,25_34
2025-01-01,23:47:00,BABU,VITIMA,32.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,ANCHIETA,IRIRI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,23.0,NOITE,25_34
2025-01-01,Indeterminada,BU,VITIMA,32.0,FEMININO,BRANCA,A17A,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: DESCUMPRIMENTO DA MEDIDA PROTETIVA: CONTRA MULHER - LEI MARIA DA PENHA,ES,LINHARES,INTERLAGOS,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,,25_34
2025-01-01,Indeterminada,BU,VITIMA,32.0,FEMININO,PARDA,C07A,CRIMES CONTRA DIGNIDADE SEXUAL,CRIMES CONTRA DIGNIDADE SEXUAL: ESTUPRO: CONTRA MULHER - LEI MARIA PENHA,ES,ANCHIETA,OUTRO LOCAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,,,25_34
2025-01-01,01:37:00,BABU,VITIMA,33.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,JAGUARE,ZONA RURAL,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,1.0,MADRUGADA,25_34
2025-01-01,18:47:00,BABU,VITIMA,33.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SANTA MARIA DE JETIBA,CENTRO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,18.0,NOITE,25_34
2025-01-01,20:00:00,BU,VITIMA,33.0,FEMININO,NEGRA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,CARIACICA,EXPEDITO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,20.0,NOITE,25_34
2025-01-01,13:30:00,BU,VITIMA,33.0,FEMININO,INDIGENA,C07A,CRIMES CONTRA DIGNIDADE SEXUAL,CRIMES CONTRA DIGNIDADE SEXUAL: ESTUPRO: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,MANGUINHOS,VEÍCULO,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,13.0,TARDE,25_34
2025-01-01,00:40:00,BABU,VITIMA,34.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,VIA PÚBLICA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,0.0,MADRUGADA,25_34
2025-01-01,08:40:00,BABU,VITIMA,34.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,8.0,MANHA,25_34
2025-01-01,12:00:00,BU,VITIMA,34.0,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,BREJETUBA,VARGEM GRANDE,OUTRO LOCAL,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,12.0,TARDE,25_34
2025-01-01,22:11:00,BABU,VITIMA,35.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BOM JESUS DO NORTE,LOTEAMENTO GRANDE VITORIA,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,22.0,NOITE,35_44
2025-01-01,16:50:00,BU,VITIMA,35.0,FEMININO,BRANCA,A13B,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: AMEAÇA: CONTRA MULHER - LEI MARIA PENHA,ES,COLATINA,VILA REAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,16.0,TARDE,35_44
2025-01-01,07:10:00,BABU,VITIMA,36.0,FEMININO,NEGRA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,COLATINA,FRANCISCO SIMONASSI,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,7.0,MANHA,35_44
2025-01-01,14:38:00,BABU,VITIMA,36.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,PIUMA,UNIAO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,14.0,TARDE,35_44
2025-01-01,18:12:00,BABU,VITIMA,36.0,FEMININO,BRANCA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,BAIXO GUANDU,ROSARIO II,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,18.0,NOITE,35_44
2025-01-01,20:14:00,BABU,VITIMA,36.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SAO MATEUS,SANTO ANTONIO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,20.0,NOITE,35_44
2025-01-01,14:30:00,BU,VITIMA,36.0,FEMININO,PARDA,G14,CRIMES DIVERSOS,CRIMES DIVERSOS: LEI MARIA DA PENHA - 11.340/2006,ES,SERRA,SAO PATRICIO,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,14.0,TARDE,35_44
2025-01-01,18:30:00,BU,VITIMA,36.0,FEMININO,PARDA,A07A1,CRIMES CONTRA A PESSOA,CRIMES CONTRA A PESSOA: LESÃO CORPORAL: LEVE: CONTRA MULHER - LEI MARIA PENHA,ES,SERRA,CIDADE CONTINENTAL,RESIDÊNCIA,violencia_domestica,violencia_social,2025.0,1.0,JAN,2025-01-01,2.0,QUA,False,18.0,NOITE,35_44
