_id,Nº OCORRENCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,IDADE,GENERO,COR,MUNICIPIO,BAIRRO,LOGRADOURO,TIPO LOCAL
352,58318086,2025-06-13T00:00:00,18:59,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Negra,CARIACICA,SOTELANDIA,AV IRACI CORTELETI,Via Pública
353,58317346,2025-06-13T00:00:00,17:37,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Branca,SERRA,RESIDENCIAL MESTRE ALVARO,RUA CONSELHEIRO PENA,Via Pública
354,58316416,2025-06-13T00:00:00,15:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,JAGUARE,SAO BRAS,RUA NÃO CADASTRADA,Domicílio
355,58334323,2025-06-15T00:00:00,17:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Negra,SANTA TERESA,CENTENARIO,EST CORREGO SUJO,Via Pública
356,58344028,2025-06-16T00:00:00,19:02,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Negra,ALEGRE,VILA DO SUL,RUA GODOFREDO COSTA MENEZES,Domicílio
357,58336874,2025-06-16T00:00:00,00:01,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,BARRA DE SAO FRANCISCO,COLINA,RUA NÃO CADASTRADA,Via Pública
358,58348157,2025-06-17T00:00:00,08:42,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Parda,VILA VELHA,ULISSES GUIMARAES,AV EVALDO BRAGA,Estabelecimento Comercial
359,58347081,2025-06-17T00:00:00,01:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,1 - Masculino,Parda,VILA VELHA,NORMILIA DA CUNHA,RUA SAPUCAIA,Via Pública
360,58346954,2025-06-17T00:00:00,00:37,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,VILA VELHA,NORMILIA DA CUNHA,AV ALAGOAS,Via Pública
361,58364491,2025-06-18T00:00:00,23:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,2 - Feminino,Parda,CACHOEIRO DE ITAPEMIRIM,BNH,RUA ALAN KARDEC,Via Pública
362,58358418,2025-06-18T00:00:00,11:45,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,SAO MATEUS,ZONA RURAL,ROD BR 101,Via Pública
363,58357566,2025-06-18T00:00:00,10:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,SAO MATEUS,ZONA RURAL,ROD BR 101,Via Pública
364,58356792,2025-06-18T00:00:00,08:52,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,VILA VELHA,ULISSES GUIMARAES,RUA ELIS REGINA,Via Pública
365,58355827,2025-06-18T00:00:00,03:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,VITORIA,ENSEADA DO SUA,RUA NÃO CADASTRADA,Via Pública
366,58371210,2025-06-19T00:00:00,20:12,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Negra,BAIXO GUANDU,SAPUCAIA,RUA QUINTINO BOCAIUVA,Via Pública
367,58367120,2025-06-19T00:00:00,11:41,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,VITORIA,CONQUISTA,RUA SAO SEBASTIAO,Terreno Baldio / Construção / Mata
368,58365237,2025-06-19T00:00:00,03:28,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Parda,VILA VELHA,RIVIERA DA BARRA,ROD ES 060,Via Pública
369,58379572,2025-06-20T00:00:00,21:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,38,1 - Masculino,Branca,SERRA,JACUHY,ROD BR 101,Estabelecimento Comercial
370,58372461,2025-06-20T00:00:00,05:20,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Branca,AGUIA BRANCA,ZONA RURAL,RUA NÃO CADASTRADA,Via Pública
371,58381540,2025-06-21T00:00:00,01:29,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,VILA VELHA,GLORIA,AV CARLOS LINDEMBERG,Via Pública
372,58391203,2025-06-22T00:00:00,04:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,39,1 - Masculino,Parda,AFONSO CLAUDIO,SAO VICENTE,RUA DELZA TEIXEIRA DA SILVA,Via Pública
373,58408139,2025-06-23T00:00:00,22:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Negra,VILA VELHA,COBILANDIA,AV RIO MARINHO,Via Pública
374,58398583,2025-06-23T00:00:00,00:38,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,1 - Masculino,Parda,VILA VELHA,PONTA DA FRUTA,AV ANTONIO LEITE,Via Pública
375,57825743,2025-06-24T00:00:00,23:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,16,1 - Masculino,Parda,VIANA,VALE DO SOL,RUA DUQUE DE CAXIAS,Domicílio
376,58420552,2025-06-25T00:00:00,11:47,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Não Informado,CONCEICAO DA BARRA,ZONA RURAL,ROD ES 209,Via Pública
377,58426850,2025-06-26T00:00:00,07:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Parda,ITAPEMIRIM,ITAIPAVA,RUA PROJETADA,Terreno Baldio / Construção / Mata
378,58454143,2025-06-28T00:00:00,23:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,CARIACICA,CAMPINA GRANDE,RUA NÃO CADASTRADA,Praça / Parques / Área Pública
379,58449024,2025-06-28T00:00:00,12:26,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Branca,CARIACICA,VILA CAJUEIRO,RUA DEMERVAL VANZO,Via Pública
380,58446868,2025-06-28T00:00:00,06:40,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Parda,PEDRO CANARIO,CENTRO,RUA VITORIA,Domicílio
381,58446317,2025-06-28T00:00:00,04:03,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,39,1 - Masculino,Parda,VILA VELHA,ULISSES GUIMARAES,RUA ADOLFO DE OLIVEIRA,Via Pública
382,58472030,2025-06-30T00:00:00,20:20,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Branca,VILA VELHA,ATAIDE,BECO ILHA DAS FLORES,Via Pública
383,58480356,2025-01-07T00:00:00,18:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Negra,CARIACICA,FLEXAL I,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
384,58492244,2025-03-07T00:00:00,08:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Negra,VILA VELHA,SANTA RITA,RUA IDALECIO CARONE,Via Pública
385,58503569,2025-04-07T00:00:00,14:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Negra,SAO MATEUS,GURIRI,ESTRADA DE BARRA SUL,Terreno Baldio / Construção / Mata
386,58515872,2025-05-07T00:00:00,23:27,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Parda,COLATINA,VILA LENIRA,RUA ANOTONIO FAUSTO,Domicílio
387,58511497,2025-05-07T00:00:00,13:51,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,1 - Masculino,Parda,NOVA VENECIA,BEIRA RIO,RUA PARANA,Via Pública
388,58507209,2025-05-07T00:00:00,10:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Negra,CARIACICA,CARIACICA SEDE,RUA NÃO CADASTRADA,Estabelecimento Comercial
389,58508286,2025-05-07T00:00:00,02:45,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,2 - Feminino,Parda,GUARAPARI,"SAO JOSE,",RUA SAO JORGE,Terreno Baldio / Construção / Mata
390,58538966,2025-08-07T00:00:00,18:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,SOORETAMA,SAYONARA,RUA NÃO CADASTRADA,Via Pública
391,58455719,2025-08-07T00:00:00,02:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,47,1 - Masculino,Negra,GOVERNADOR LINDENBERG,NOVA BRASILIA,RUA SEBASTIÃO TEIXEIRA,Domicílio
392,58549466,2025-09-07T00:00:00,23:17,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Parda,MARATAIZES,BARRA DE ITAPEMIRIM,RUA PEDRO MARVILA,Via Pública
393,58552550,2025-10-07T00:00:00,11:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,29,1 - Masculino,Parda,GUARAPARI,VARZEA NOVA,RODOVIA DO SOL,Unidade Prisional
394,58551218,2025-10-07T00:00:00,09:13,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Parda,VILA VELHA,ZUMBI DOS PALMARES,RUA MARGARIDA,Via Pública
395,58550508,2025-10-07T00:00:00,07:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Branca,VILA VELHA,SAO CONRADO,AV RADIUM,Via Pública
396,58550474,2025-10-07T00:00:00,07:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Negra,VILA VELHA,BARRAMARES,RUA NÃO CADASTRADA,Via Pública
397,58566880,2025-11-07T00:00:00,22:52,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,1 - Masculino,Parda,SERRA,NOVO HORIZONTE,RUA NÃO CADASTRADA,Praça / Parques / Área Pública
398,58566880,2025-11-07T00:00:00,22:52,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,1 - Masculino,Parda,SERRA,NOVO HORIZONTE,RUA NÃO CADASTRADA,Praça / Parques / Área Pública
399,58566880,2025-11-07T00:00:00,22:52,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,1 - Masculino,Negra,SERRA,NOVO HORIZONTE,RUA NÃO CADASTRADA,Praça / Parques / Área Pública
400,58565563,2025-11-07T00:00:00,19:55,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,PONTO BELO,CENTRO,AV CAPIXABA,Estabelecimento Comercial
401,58572181,2025-12-07T00:00:00,16:10,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Negra,ITAPEMIRIM,LIMAO,RUA NÃO CADASTRADA,Curso D'água
402,58570462,2025-12-07T00:00:00,12:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,RIO BANANAL,ZONA RURAL,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
403,58568464,2025-12-07T00:00:00,05:37,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,SAO MATEUS,NOVO HORIZONTE,RUA NÃO CADASTRADA,Via Pública
404,58568145,2025-12-07T00:00:00,03:18,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,JAGUARE,SEAC,RUA DA JAPIRA,Estabelecimento Comercial
405,58579647,2025-07-13T00:00:00,12:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,54,1 - Masculino,Negra,SERRA,SERRA DOURADA II,RUA GARDENIA,Terreno Baldio / Construção / Mata
406,58543569,2025-07-13T00:00:00,18:57,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,29,1 - Masculino,Parda,PEDRO CANARIO,BOA VISTA,RUA NÃO CADASTRADA,Via Pública
407,58577532,2025-07-13T00:00:00,05:04,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,47,1 - Masculino,Negra,VILA VELHA,BARRAMARES,AV BOA VISTA,Estabelecimento Comercial
408,58577161,2025-07-13T00:00:00,03:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,VILA VELHA,JOAO GOULART,RUA ERNESTO DINIZ,Via Pública
409,58576034,2025-07-13T00:00:00,00:24,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,SAO MATEUS,VILA NOVA,AV BRASIL,Via Pública
410,58592048,2025-07-14T00:00:00,20:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,VILA VELHA,ULISSES GUIMARAES,RUA PRES JOAO GOULART,Via Pública
411,58583151,2025-07-14T00:00:00,20:47,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Parda,VITORIA,JESUS DE NAZARETH,RUA EUGENIO JOSE XAVIER,Domicílio
412,58601255,2025-07-15T00:00:00,21:44,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,64,2 - Feminino,Parda,PEDRO CANARIO,EXPLANADA,ARTUR GUEDES ALCOFORADO,Estabelecimento Comercial
413,58606569,2025-07-16T00:00:00,14:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,SERRA,PARQUE JACARAIPE,RUA VITORIA, 
414,58609656,2025-07-16T00:00:00,21:18,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,VITORIA,ILHA DO PRINCIPE,RUA FENELOM GOMES,Estabelecimento Comercial
415,58609024,2025-07-16T00:00:00,19:38,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,SERRA,BAIRRO DAS LARANJEIRAS,RUA DA CONSTITUINTE,Via Pública
416,58612556,2025-07-17T00:00:00,09:11,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Parda,NOVA VENECIA,VILA BETANIA,RUA NÃO CADASTRADA,Via Pública
417,58611247,2025-07-17T00:00:00,04:04,CRIMES CONTRA A PESSOA,Feminicídio,ES,88,2 - Feminino,Branca,AGUIA BRANCA,CENTRO,RUA SAO GABRIEL,Domicílio
418,58627373,2025-07-18T00:00:00,20:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,14,1 - Masculino,Parda,SERRA,NOVA CARAPINA I,AV CATAGUASES,Via Pública
419,58626929,2025-07-18T00:00:00,19:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Parda,SERRA,CASTELANDIA,RUA NÃO CADASTRADA,Ponte / Viaduto
420,58624837,2025-07-18T00:00:00,15:37,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Parda,VILA VELHA,RIO MARINHO,AV GUARANA,Terreno Baldio / Construção / Mata
421,58624559,2025-07-18T00:00:00,11:41,CRIMES CONTRA A PESSOA,Feminicídio,ES,58,2 - Feminino,Negra,BOA ESPERANÇA,ZONA RURAL,ROD ES 315,Via Pública
422,58646259,2025-07-20T00:00:00,22:27,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,39,1 - Masculino,Parda,VILA VELHA,SANTA PAULA I,ROD ES 060,Via Pública
423,58635045,2025-07-20T00:00:00,20:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Negra,VITORIA,RESISTENCIA,RUA TANCREDO NEVES,Via Pública
424,58639365,2025-07-20T00:00:00,01:51,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Negra,LINHARES,PONTAL DO IPIRANGA,RUA CASTANHEIRA,Via Pública
425,58657133,2025-07-22T00:00:00,07:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,53,1 - Masculino,Parda,VIANA,CENTRO,ROD BR 262,Unidade Prisional
426,58656475,2025-07-22T00:00:00,03:07,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Negra,GUARAPARI,SANTA MONICA,RUA ESPIRITO SANTO,Via Pública
427,58670344,2025-07-23T00:00:00,15:29,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,15,1 - Masculino,Negra,SERRA,BAIRRO DAS LARANJEIRAS,RUA 6,Via Pública
428,58670344,2025-07-23T00:00:00,15:29,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,14,1 - Masculino,Parda,SERRA,BAIRRO DAS LARANJEIRAS,RUA 6,Via Pública
429,58668056,2025-07-23T00:00:00,11:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,GUARAPARI,SANTA ROSA,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
430,58681677,2025-07-24T00:00:00,20:22,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,15,1 - Masculino,Parda,ARACRUZ,BARRA DO RIACHO,RUA NÃO CADASTRADA,Domicílio
431,58684400,2025-07-25T00:00:00,08:55,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,1 - Masculino,Parda,PANCAS,MONTES CLAROS,RUA NÃO CADASTRADA,Lago / Lagoa / Represa
432,58690336,2025-07-25T00:00:00,08:44,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Negra,GOVERNADOR LINDENBERG,NOVO BRASIL,RUA SEBASTIAO COVRE,Via Pública
433,58690271,2025-07-25T00:00:00,08:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,16,1 - Masculino,Branca,COLATINA,VILA LENIRA,RUA SAO CARLOS,Via Pública
434,58700660,2025-07-26T00:00:00,22:40,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Branca,VILA VELHA,BALNEARIO PONTA DA FRUTA,RUA NÃO CADASTRADA,Outros Locais
435,58695000,2025-07-26T00:00:00,10:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Parda,LINHARES,PONTAL DO IPIRANGA,RUA NÃO CADASTRADA,Via Pública
436,58693995,2025-07-26T00:00:00,07:41,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Negra,VILA VALERIO,CORREGO LAMBARI,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
437,58705464,2025-07-27T00:00:00,14:47,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Parda,BREJETUBA,ZONA RURAL,RUA NÃO CADASTRADA,Via Pública
438,58701310,2025-07-27T00:00:00,00:14,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Parda,SAO MATEUS,BARRA NOVA,RUA NÃO CADASTRADA,Via Pública
439,58701277,2025-07-27T00:00:00,00:08,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,ALEGRE,MORRO DO QUEROSENE,RUA NÃO CADASTRADA,Via Pública
440,58711470,2025-07-28T00:00:00,09:46,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,JOAO NEIVA,SANTO AFONSO,AV PEDRO NARDE,Via Pública
441,58709630,2025-07-28T00:00:00,01:45,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Parda,GUARAPARI,JABARAI,AV SANTA CRUZ,Via Pública
442,58732432,2025-07-30T00:00:00,15:28,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,50,1 - Masculino,Branca,GUARAPARI,SANTA MONICA,RUA ANDALUZITA,Via Pública
443,58730044,2025-07-30T00:00:00,10:36,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,45,1 - Masculino,Negra,SERRA,PLANALTO SERRANO,AV SAO FRANCISCO,Via Pública
444,58702612,2025-07-30T00:00:00,08:11,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,34,1 - Masculino,Branca,SERRA,CENTRO DA SERRA,ROD AUDIFAX BARCELOS,Terreno Baldio / Construção / Mata
445,58728377,2025-07-30T00:00:00,04:40,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,38,1 - Masculino,Negra,VILA VELHA,JABAETE,RUA TRINTA E CINCO,Domicílio
446,58728321,2025-07-30T00:00:00,03:36,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Parda,SERRA,JARDIM LIMOEIRO,RUA ANTONIO VELOZO DE AZEVEDO,Via Pública
447,58743746,2025-07-31T00:00:00,21:37,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,SERRA,BALNEARIO DE CARAPEBUS,RUA DO VINHATICO,Via Pública
448,58736070,2025-07-31T00:00:00,00:02,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Parda,PIUMA,CEU AZUL,RUA BELMONTE,Domicílio
449,58751335,2025-01-08T00:00:00,19:06,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Branca,SERRA,PLANALTO SERRANO,AV BELA VISTA,Via Pública
450,58760206,2025-02-08T00:00:00,22:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,39,1 - Masculino,Parda,SAO MATEUS,RESEDENCIAL PARQUE WASHIGTON,RUA NÃO CADASTRADA,Estabelecimento de Saúde
451,58759528,2025-02-08T00:00:00,18:06,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,38,1 - Masculino,Negra,VITORIA,SAO JOSE,RUA WILSON TOLEDO,Via Pública
452,58758204,2025-02-08T00:00:00,15:32,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,61,1 - Masculino,Parda,SERRA,JARDIM CARAPINA,RUA NESTOR GUISSO,Via Pública
453,58758204,2025-02-08T00:00:00,15:32,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,28,1 - Masculino,Parda,SERRA,JARDIM CARAPINA,RUA PORTO SEGURO,Via Pública
454,58754664,2025-02-08T00:00:00,04:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,PRESIDENTE KENNEDY,JAQUEIRA,RUA NÃO CADASTRADA,Domicílio
455,58768993,2025-03-08T00:00:00,19:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,56,1 - Masculino,Branca,BREJETUBA,SAO JORGE,RUA PEDRO QUIRINO,Estabelecimento Comercial
456,58767184,2025-03-08T00:00:00,15:49,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,JAGUARE,BOA VISTA,RUA NÃO CADASTRADA,Lago / Lagoa / Represa
457,58717293,2025-03-08T00:00:00,06:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Parda,SERRA,CIDADE POMAR,RUA NÃO CADASTRADA,Via Pública
458,58762269,2025-03-08T00:00:00,00:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,45,1 - Masculino,Parda,SANTA LEOPOLDINA,CENTRO,RUA CEZAR MULLER,Estabelecimento Comercial
459,58761541,2025-03-08T00:00:00,00:30,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,34,1 - Masculino,Parda,SAO GABRIEL DA PALHA,BOA VISTA,RUA BOA VISTA,Via Pública
460,58773084,2025-04-08T00:00:00,10:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Negra,VILA VELHA,GLORIA,RUA MARAJOARA,Via Pública
461,58771210,2025-04-08T00:00:00,04:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Negra,LINHARES,AVISO,RUA MARIA FRANCISCA GABRIEL,Via Pública
462,58787378,2025-05-08T00:00:00,21:45,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Parda,LINHARES,SANTA CRUZ,RUA ANTONIO CARLOS LOUREIRO,Via Pública
463,58787276,2025-05-08T00:00:00,21:25,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,1 - Masculino,Parda,VILA VELHA,ALECRIM,RUA AMERICO BERNARDES,Via Pública
464,58795590,2025-06-08T00:00:00,20:50,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,47,1 - Masculino,Negra,CARIACICA,ITANGUA,RUA CLARICO ALVES RIBEIRO,Via Pública
465,58791311,2025-06-08T00:00:00,12:12,CRIMES CONTRA A PESSOA,Feminicídio,ES,64,2 - Feminino,Branca,SAO JOSE DO CALCADO,ZONA RURAL,X,Domicílio
466,58797116,2025-07-08T00:00:00,04:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,54,1 - Masculino,Parda,MONTANHA,TRINTA DE MAIO,RUA NÃO CADASTRADA,Domicílio
467,58652433,2025-08-08T00:00:00,11:30,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,18,1 - Masculino,Parda,SERRA,BAIRRO DAS LARANJEIRAS,RUA SAO PAULO,Estabelecimento de Saúde
468,58808412,2025-08-08T00:00:00,11:06,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,BAIXO GUANDU,SAO VICENTE,RUA CARLOS GOMES,Via Pública
469,58806152,2025-08-08T00:00:00,04:59,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,GOVERNADOR LINDENBERG,NOVO BRASIL,RUA NÃO CADASTRADA,Via Pública
470,58805902,2025-08-08T00:00:00,02:28,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Negra,VIANA,MORADA DE VILA BETHANIA,RUA DOMINGOS MARTINS,Estabelecimento Comercial
471,58820400,2025-09-08T00:00:00,18:25,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Negra,VITORIA,GOIABEIRAS,RUA HERMINIO COELHO DE SOUZA,Praça / Parques / Área Pública
472,58818430,2025-09-08T00:00:00,12:36,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,15,2 - Feminino,Parda,VILA VELHA,PRIMEIRO DE MAIO,Rua Adolfino Zamprogno,Via Pública
473,58818430,2025-09-08T00:00:00,15:07,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,2 - Feminino,Negra,VILA VELHA,PRIMEIRO DE MAIO,Rua Adolfino Zamprogno,Via Pública
474,58812606,2025-09-08T00:00:00,10:06,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Parda,FUNDAO,ZONA RURAL,RUA NÃO CADASTRADA,Via Pública
475,58816473,2025-09-08T00:00:00,07:08,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,45,1 - Masculino,Parda,VIANA,CAMPO VERDE,RUA SANTA HELENA,Domicílio
476,58830612,2025-10-08T00:00:00,20:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,40,1 - Masculino,Parda,VILA VELHA,DIVINO ESPIRITO SANTO,RUA EUROPA,Terreno Baldio / Construção / Mata
477,58829843,2025-10-08T00:00:00,17:28,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,44,1 - Masculino,Negra,SERRA,JARDIM CARAPINA,RUA BARRA DE SAO FRANCISCO,Via Pública
478,58824957,2025-10-08T00:00:00,02:34,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Parda,AGUIA BRANCA,CORREGO BOA VISTA DO ROCHEDO,RUA NÃO CADASTRADA,Domicílio
479,58832661,2025-11-08T00:00:00,08:40,CRIMES CONTRA A PESSOA,Feminicídio,ES,27,2 - Feminino,Branca,SERRA,VISTA DA SERRA I,AV MANOEL JACINTO DA SILVA,Domicílio
480,58830457,2025-11-08T00:00:00,20:20,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,62,1 - Masculino,Negra,CARIACICA,SANTO ANDRE,RUA SAO JOAO,Domicílio
